sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
M,0,,0,April,18-24,2587,2020
M,0,,0,May,18-24,2751,2020
M,0,,0,June,18-24,2772,2020
M,0,,0,July,18-24,2837,2020
M,1,pfizer,0,May,50-59,349,2021
F,0,,0,June,70-79,516,2021
M,0,,0,June,60-69,1139,2021
F,1,pfizer,0,January,30-39,86,2021
F,1,pfizer,0,February,30-39,82,2021
F,1,pfizer,0,March,30-39,144,2021
F,1,pfizer,0,April,30-39,112,2021
F,1,pfizer,0,May,30-39,177,2021
F,1,pfizer,0,June,30-39,489,2021
F,0,,0,May,25-29,2372,2019
F,0,,0,June,25-29,2435,2019
F,0,,0,July,25-29,2612,2019
F,1,pfizer,0,June,25-29,173,2021
M,1,pfizer,0,May,30-39,179,2021
M,1,pfizer,0,June,30-39,343,2021
M,2,pfizer,0,June,30-39,175,2021
F,2,pfizer,0,January,50-59,17,2021
F,0,,0,January,0-4,1262,2019
F,0,,0,February,0-4,1194,2019
F,1,astrazeneca,0,March,70-79,57,2021
F,1,astrazeneca,0,April,70-79,1180,2021
F,2,astrazeneca,0,June,70-79,216,2021
M,0,,0,May,70-79,1018,2021
M,0,,0,June,70-79,468,2021
M,1,janssen,0,June,70-79,84,2021
F,0,,0,January,25-29,2151,2019
F,0,,0,February,25-29,2009,2019
F,0,,0,March,25-29,2262,2019
F,0,,0,April,25-29,2244,2019
M,0,,0,April,80+,948,2021
M,1,pfizer,0,May,80+,1078,2021
M,1,moderna,0,March,60-69,52,2021
M,1,moderna,0,April,60-69,147,2021
M,1,moderna,0,May,60-69,260,2021
M,1,moderna,0,June,60-69,177,2021
F,1,pfizer,0,April,70-79,192,2021
F,2,pfizer,0,May,70-79,325,2021
F,2,pfizer,0,June,70-79,873,2021
M,0,,0,August,18-24,2773,2020
M,0,,0,September,18-24,2672,2020
M,0,,0,October,18-24,2720,2020
M,0,,0,November,18-24,2631,2020
M,0,,1,November,18-24,34,2020
M,0,,1,December,18-24,117,2020
M,0,,1,January,18-24,136,2021
M,0,,1,February,18-24,140,2021
M,0,,1,March,18-24,176,2021
M,0,,1,April,18-24,180,2021
M,0,,1,May,18-24,186,2021
M,0,,1,June,18-24,163,2021
M,0,,0,February,12-17,2336,2021
M,0,,0,March,12-17,2577,2021
M,0,,0,April,12-17,2511,2021
M,0,,0,May,12-17,2570,2021
M,0,,0,June,12-17,2382,2021
F,2,pfizer,0,March,80+,100,2021
F,1,pfizer,0,February,80+,38,2021
M,1,moderna,0,June,50-59,399,2021
M,0,,0,January,0-4,1369,2020
M,0,,0,February,0-4,1276,2020
M,0,,0,March,0-4,1433,2020
M,0,,0,April,0-4,1514,2020
M,0,,0,May,0-4,1552,2020
M,0,,0,June,0-4,1420,2020
M,0,,0,July,0-4,1409,2020
M,0,,0,August,0-4,1388,2020
M,0,,0,September,0-4,1298,2020
M,0,,0,October,0-4,1316,2020
M,1,pfizer,0,June,80+,833,2021
F,1,astrazeneca,0,May,60-69,508,2021
F,1,astrazeneca,0,June,60-69,740,2021
F,1,pfizer,0,February,25-29,17,2021
F,1,pfizer,0,March,25-29,62,2021
F,1,pfizer,0,April,25-29,60,2021
F,1,pfizer,0,May,25-29,83,2021
F,0,,1,November,5-11,25,2020
F,0,,1,December,5-11,38,2020
F,0,,1,January,5-11,62,2021
F,0,,1,February,5-11,56,2021
F,0,,1,March,5-11,62,2021
F,0,,1,April,5-11,60,2021
F,0,,1,May,5-11,62,2021
F,0,,1,June,5-11,60,2021
F,1,pfizer,0,June,18-24,334,2021
M,0,,0,December,18-24,2657,2020
F,1,pfizer,0,January,60-69,135,2021
F,1,pfizer,0,February,60-69,157,2021
F,1,pfizer,0,March,60-69,103,2021
F,1,pfizer,0,April,60-69,128,2021
M,0,,0,January,0-4,1246,2021
M,0,,0,February,0-4,1152,2021
M,0,,0,March,0-4,1327,2021
M,0,,0,April,0-4,1289,2021
M,0,,0,May,0-4,1326,2021
M,0,,0,June,0-4,1266,2021
F,1,janssen,0,June,60-69,381,2021
M,1,pfizer,0,June,25-29,171,2021
M,1,janssen,0,May,60-69,82,2021
M,1,janssen,0,June,60-69,299,2021
F,1,moderna,0,June,30-39,215,2021
M,1,astrazeneca,0,May,60-69,422,2021
M,1,astrazeneca,0,June,60-69,840,2021
F,1,pfizer,0,January,18-24,59,2021
F,1,pfizer,0,February,18-24,7,2021
F,2,pfizer,0,February,18-24,50,2021
F,2,pfizer,0,March,18-24,74,2021
F,2,pfizer,0,April,18-24,90,2021
F,2,pfizer,0,May,18-24,93,2021
F,2,pfizer,0,June,18-24,90,2021
F,1,moderna,0,March,50-59,36,2021
F,1,moderna,0,April,50-59,55,2021
F,2,moderna,0,April,50-59,35,2021
F,2,moderna,0,May,50-59,62,2021
F,2,moderna,0,June,50-59,150,2021
F,1,moderna,0,March,30-39,11,2021
F,1,moderna,0,April,30-39,20,2021
F,2,moderna,0,April,30-39,10,2021
F,2,moderna,0,May,30-39,31,2021
F,2,moderna,0,June,30-39,30,2021
F,1,moderna,0,June,50-59,568,2021
F,1,pfizer,0,February,40-49,164,2021
F,1,pfizer,0,March,40-49,165,2021
F,2,pfizer,0,March,40-49,219,2021
F,2,pfizer,0,April,40-49,270,2021
F,2,pfizer,0,May,40-49,282,2021
F,2,pfizer,0,June,40-49,279,2021
M,2,moderna,0,April,60-69,57,2021
M,2,moderna,0,May,60-69,164,2021
M,2,moderna,0,June,60-69,303,2021
F,1,astrazeneca,0,February,40-49,69,2021
F,1,astrazeneca,0,March,40-49,381,2021
F,1,astrazeneca,0,April,40-49,439,2021
F,1,astrazeneca,0,May,40-49,355,2021
F,2,astrazeneca,0,May,40-49,135,2021
F,2,astrazeneca,0,June,40-49,279,2021
M,1,astrazeneca,0,March,30-39,77,2021
M,1,astrazeneca,0,April,30-39,63,2021
M,1,astrazeneca,0,May,30-39,44,2021
M,1,astrazeneca,0,June,30-39,7,2021
M,2,astrazeneca,0,June,30-39,53,2021
F,2,pfizer,0,March,60-69,323,2021
F,2,pfizer,0,April,60-69,379,2021
F,2,pfizer,0,May,60-69,434,2021
F,2,pfizer,0,June,60-69,582,2021
F,1,pfizer,0,January,40-49,123,2021
F,2,pfizer,0,February,40-49,85,2021
M,0,,1,April,40-49,175,2021
M,0,,1,May,40-49,186,2021
M,0,,1,June,40-49,152,2021
F,1,astrazeneca,0,February,30-39,35,2021
F,1,astrazeneca,0,March,30-39,183,2021
F,1,astrazeneca,0,April,30-39,180,2021
F,1,astrazeneca,0,May,30-39,107,2021
F,2,astrazeneca,0,May,30-39,79,2021
F,2,astrazeneca,0,June,30-39,180,2021
M,1,moderna,0,March,70-79,43,2021
M,1,moderna,0,April,70-79,244,2021
M,2,moderna,0,April,70-79,63,2021
M,2,moderna,0,May,70-79,318,2021
M,2,moderna,0,June,70-79,386,2021
F,0,,0,May,80+,536,2021
F,0,,0,June,80+,475,2021
F,1,astrazeneca,0,March,25-29,85,2021
F,1,astrazeneca,0,April,25-29,140,2021
F,1,astrazeneca,0,May,25-29,125,2021
F,1,astrazeneca,0,June,25-29,53,2021
F,2,astrazeneca,0,June,25-29,84,2021
M,0,,0,November,0-4,1286,2020
M,0,,0,December,0-4,1264,2020
M,1,pfizer,0,April,40-49,14,2021
M,1,pfizer,0,May,40-49,83,2021
F,1,moderna,0,April,40-49,82,2021
F,1,moderna,0,May,40-49,47,2021
F,1,moderna,0,June,40-49,150,2021
F,0,,1,December,40-49,113,2020
F,0,,1,July,50-59,67,2020
F,0,,1,August,50-59,93,2020
F,0,,1,September,50-59,90,2020
F,0,,1,October,50-59,93,2020
F,0,,1,November,50-59,90,2020
F,0,,1,December,50-59,116,2020
M,2,astrazeneca,0,May,50-59,90,2021
M,2,astrazeneca,0,June,50-59,264,2021
F,1,astrazeneca,0,February,50-59,55,2021
F,1,astrazeneca,0,March,50-59,339,2021
F,1,astrazeneca,0,April,50-59,382,2021
F,1,astrazeneca,0,May,50-59,298,2021
F,2,astrazeneca,0,May,50-59,93,2021
F,2,astrazeneca,0,June,50-59,329,2021
M,1,astrazeneca,0,February,50-59,43,2021
F,1,moderna,0,June,18-24,38,2021
F,1,pfizer,0,June,12-17,13,2021
F,1,moderna,0,May,60-69,175,2021
F,1,moderna,0,June,60-69,128,2021
F,1,pfizer,1,April,50-59,7,2021
M,1,pfizer,0,June,12-17,58,2021
F,1,moderna,1,March,40-49,11,2021
F,1,moderna,1,April,40-49,19,2021
F,2,moderna,1,April,40-49,11,2021
F,2,moderna,1,May,40-49,31,2021
F,2,moderna,1,June,40-49,30,2021
F,1,pfizer,1,June,30-39,27,2021
M,1,pfizer,0,June,70-79,579,2021
M,0,,1,December,30-39,115,2020
M,1,pfizer,1,January,30-39,19,2021
M,2,pfizer,1,January,30-39,5,2021
M,2,pfizer,1,February,30-39,28,2021
M,2,pfizer,1,March,30-39,31,2021
M,2,pfizer,1,April,30-39,30,2021
M,2,pfizer,1,May,30-39,31,2021
M,2,pfizer,1,June,30-39,30,2021
M,0,,1,November,60-69,4,2020
M,0,,1,December,60-69,38,2020
M,0,,1,January,60-69,62,2021
M,0,,1,February,60-69,76,2021
M,0,,1,March,60-69,93,2021
M,0,,1,April,60-69,82,2021
M,0,,1,May,60-69,62,2021
M,0,,1,June,60-69,41,2021
M,1,pfizer,1,June,60-69,49,2021
F,1,moderna,0,May,50-59,252,2021
M,1,pfizer,0,January,60-69,107,2021
M,2,pfizer,0,January,60-69,9,2021
M,2,pfizer,0,February,60-69,137,2021
M,2,pfizer,0,March,60-69,168,2021
M,2,pfizer,0,April,60-69,152,2021
M,2,pfizer,0,May,60-69,263,2021
F,1,janssen,0,May,50-59,9,2021
F,1,janssen,0,June,50-59,86,2021
F,1,astrazeneca,0,June,50-59,173,2021
M,0,,1,July,30-39,12,2020
M,0,,1,August,30-39,31,2020
M,0,,1,September,30-39,30,2020
M,0,,1,October,30-39,41,2020
M,0,,1,November,30-39,65,2020
M,1,janssen,0,April,70-79,4,2021
M,1,janssen,0,May,70-79,62,2021
F,1,pfizer,0,April,12-17,10,2021
F,1,pfizer,0,May,12-17,13,2021
F,2,pfizer,0,May,12-17,18,2021
F,2,pfizer,0,June,12-17,30,2021
M,0,,1,April,80+,4,2021
M,0,,1,May,80+,31,2021
M,0,,1,June,80+,6,2021
M,1,pfizer,0,February,50-59,23,2021
M,1,pfizer,0,March,50-59,91,2021
M,1,pfizer,0,April,50-59,134,2021
M,0,,1,October,40-49,7,2020
M,0,,1,November,40-49,30,2020
M,0,,1,December,40-49,86,2020
M,0,,1,January,40-49,143,2021
M,0,,1,February,40-49,172,2021
M,0,,1,March,40-49,191,2021
F,0,,1,January,70-79,21,2021
F,0,,1,February,70-79,28,2021
F,0,,1,March,70-79,31,2021
F,0,,1,April,70-79,21,2021
F,1,pfizer,1,April,70-79,9,2021
F,1,pfizer,1,May,70-79,15,2021
F,2,pfizer,1,May,70-79,16,2021
F,2,pfizer,1,June,70-79,30,2021
F,1,janssen,0,April,70-79,14,2021
F,1,janssen,0,May,70-79,93,2021
F,1,janssen,0,June,70-79,90,2021
M,1,moderna,0,April,30-39,1,2021
M,1,moderna,0,May,70-79,107,2021
M,1,moderna,0,June,70-79,64,2021
F,1,pfizer,0,March,50-59,259,2021
M,0,,1,December,80+,21,2020
F,1,pfizer,0,May,40-49,184,2021
M,1,moderna,0,May,50-59,141,2021
F,0,,1,January,80+,84,2021
F,0,,1,February,80+,107,2021
F,0,,1,March,80+,124,2021
F,0,,1,April,80+,63,2021
F,1,pfizer,1,April,80+,36,2021
F,1,pfizer,1,May,80+,62,2021
F,1,pfizer,1,June,80+,60,2021
F,1,moderna,0,March,80+,18,2021
F,1,moderna,0,April,80+,67,2021
F,2,moderna,0,April,80+,23,2021
F,2,moderna,0,May,80+,93,2021
F,2,moderna,0,June,80+,90,2021
F,2,pfizer,0,February,60-69,121,2021
M,0,,1,December,50-59,58,2020
M,0,,1,January,50-59,128,2021
M,0,,1,February,50-59,238,2021
M,0,,1,March,50-59,263,2021
M,0,,1,April,50-59,230,2021
M,0,,1,May,50-59,186,2021
M,0,,1,June,50-59,171,2021
M,1,pfizer,1,June,50-59,9,2021
M,1,astrazeneca,0,April,60-69,37,2021
F,1,janssen,0,May,60-69,92,2021
M,1,pfizer,0,February,25-29,17,2021
M,1,pfizer,0,March,25-29,39,2021
M,1,pfizer,0,April,25-29,5,2021
M,1,pfizer,1,April,25-29,25,2021
M,1,pfizer,1,May,25-29,38,2021
M,1,pfizer,1,June,25-29,73,2021
F,1,pfizer,0,April,50-59,259,2021
F,1,pfizer,1,February,50-59,10,2021
F,1,pfizer,1,March,50-59,18,2021
F,2,pfizer,1,March,50-59,44,2021
F,2,pfizer,1,April,50-59,60,2021
F,2,pfizer,1,May,50-59,62,2021
M,1,pfizer,1,June,40-49,28,2021
M,1,pfizer,0,April,30-39,59,2021
M,2,pfizer,0,May,30-39,77,2021
F,1,pfizer,0,May,18-24,39,2021
F,0,,1,January,18-24,62,2021
F,0,,1,February,18-24,56,2021
F,0,,1,March,18-24,62,2021
F,0,,1,April,18-24,60,2021
F,0,,1,May,18-24,62,2021
F,0,,1,June,18-24,60,2021
F,2,pfizer,0,January,18-24,1,2021
F,2,pfizer,0,May,30-39,192,2021
F,2,pfizer,0,June,30-39,237,2021
M,1,astrazeneca,0,May,40-49,287,2021
M,1,astrazeneca,0,June,40-49,231,2021
M,0,,1,January,25-29,42,2021
M,0,,1,February,25-29,84,2021
M,0,,1,March,25-29,93,2021
M,0,,1,April,25-29,90,2021
M,0,,1,May,25-29,86,2021
M,0,,1,June,25-29,47,2021
F,2,pfizer,0,February,25-29,70,2021
F,2,pfizer,0,March,25-29,92,2021
F,2,pfizer,0,April,25-29,60,2021
F,2,pfizer,0,May,25-29,62,2021
F,2,pfizer,0,June,25-29,76,2021
M,1,moderna,0,May,18-24,23,2021
M,1,moderna,0,June,18-24,17,2021
M,2,moderna,0,June,18-24,56,2021
M,1,astrazeneca,0,February,40-49,56,2021
M,1,astrazeneca,0,March,40-49,324,2021
M,1,astrazeneca,0,April,40-49,360,2021
M,1,moderna,0,May,25-29,65,2021
M,2,moderna,0,June,25-29,75,2021
M,2,astrazeneca,0,May,40-49,117,2021
M,2,astrazeneca,0,June,40-49,300,2021
M,0,,0,May,80+,188,2021
M,0,,0,June,80+,180,2021
F,1,moderna,0,April,70-79,108,2021
F,1,moderna,0,May,70-79,142,2021
F,1,moderna,0,June,70-79,54,2021
M,1,moderna,0,January,30-39,11,2021
M,1,moderna,0,February,30-39,15,2021
M,2,moderna,0,February,30-39,13,2021
M,2,moderna,0,March,30-39,31,2021
M,2,moderna,0,April,30-39,30,2021
M,2,moderna,0,May,30-39,7,2021
M,2,pfizer,0,June,50-59,108,2021
M,0,,1,December,12-17,35,2020
M,0,,1,January,12-17,62,2021
M,0,,1,February,12-17,56,2021
M,0,,1,March,12-17,62,2021
M,0,,1,April,12-17,60,2021
M,0,,1,May,12-17,62,2021
M,0,,1,June,12-17,60,2021
F,1,moderna,0,March,70-79,9,2021
F,2,moderna,0,April,70-79,13,2021
F,2,moderna,0,May,70-79,125,2021
F,2,moderna,0,June,70-79,220,2021
F,1,astrazeneca,0,June,40-49,242,2021
M,1,pfizer,0,February,30-39,47,2021
M,1,pfizer,0,March,30-39,35,2021
M,2,moderna,0,June,50-59,229,2021
F,1,astrazeneca,0,February,25-29,17,2021
F,2,astrazeneca,0,May,25-29,29,2021
F,0,,1,October,80+,32,2020
F,0,,1,November,80+,60,2020
F,0,,1,December,80+,62,2020
M,1,pfizer,0,January,18-24,13,2021
M,1,pfizer,0,February,18-24,6,2021
M,2,pfizer,0,February,18-24,22,2021
M,2,pfizer,0,March,18-24,31,2021
M,2,pfizer,0,April,18-24,30,2021
M,2,pfizer,0,May,18-24,31,2021
M,2,pfizer,0,June,18-24,31,2021
M,1,moderna,0,April,50-59,85,2021
M,2,moderna,0,May,50-59,152,2021
M,1,pfizer,0,February,60-69,24,2021
F,1,pfizer,0,January,80+,47,2021
F,2,pfizer,0,February,80+,26,2021
M,2,pfizer,0,June,40-49,50,2021
F,0,,1,October,12-17,1,2020
F,0,,1,November,12-17,30,2020
F,0,,1,December,12-17,31,2020
F,0,,1,January,12-17,57,2021
F,0,,1,February,12-17,56,2021
F,0,,1,March,12-17,62,2021
F,0,,1,April,12-17,60,2021
F,0,,1,May,12-17,62,2021
F,0,,1,June,12-17,56,2021
F,1,pfizer,1,June,12-17,4,2021
M,1,moderna,0,May,40-49,59,2021
M,1,moderna,0,June,40-49,156,2021
M,2,moderna,0,June,40-49,203,2021
F,1,moderna,0,May,30-39,31,2021
F,0,,1,November,40-49,62,2020
F,1,astrazeneca,1,February,40-49,5,2021
F,1,astrazeneca,1,March,40-49,31,2021
F,1,astrazeneca,1,April,40-49,30,2021
F,1,astrazeneca,1,May,40-49,20,2021
F,2,astrazeneca,1,May,40-49,11,2021
F,2,astrazeneca,1,June,40-49,30,2021
F,1,pfizer,0,April,40-49,104,2021
M,1,astrazeneca,0,February,30-39,10,2021
M,2,pfizer,0,April,30-39,37,2021
M,0,,1,April,70-79,3,2020
M,0,,1,May,70-79,11,2020
M,2,pfizer,0,March,25-29,85,2021
M,2,pfizer,0,April,25-29,90,2021
M,2,pfizer,0,May,25-29,93,2021
M,2,pfizer,0,June,25-29,90,2021
F,2,astrazeneca,0,June,80+,14,2021
F,2,moderna,0,May,40-49,77,2021
F,2,moderna,0,June,40-49,90,2021
M,1,pfizer,0,April,60-69,58,2021
F,2,pfizer,0,January,30-39,2,2021
F,2,pfizer,0,February,30-39,53,2021
F,2,pfizer,0,March,30-39,96,2021
F,2,pfizer,0,April,30-39,150,2021
F,2,pfizer,0,January,60-69,10,2021
M,1,janssen,0,June,50-59,108,2021
M,1,pfizer,1,April,50-59,6,2021
M,1,pfizer,1,May,50-59,15,2021
M,2,pfizer,1,May,50-59,16,2021
M,2,pfizer,1,June,50-59,30,2021
M,0,,1,January,70-79,27,2021
M,0,,1,February,70-79,28,2021
M,0,,1,March,70-79,31,2021
M,0,,1,April,70-79,5,2021
M,1,astrazeneca,1,April,70-79,25,2021
M,1,astrazeneca,1,May,70-79,31,2021
M,1,astrazeneca,1,June,70-79,30,2021
M,1,pfizer,0,January,50-59,20,2021
M,2,pfizer,0,January,50-59,3,2021
M,2,pfizer,0,February,50-59,28,2021
M,2,pfizer,0,March,50-59,31,2021
M,2,pfizer,0,April,50-59,30,2021
M,2,pfizer,0,May,50-59,49,2021
M,1,pfizer,0,March,70-79,10,2021
F,0,,1,May,40-49,4,2020
F,0,,1,June,40-49,30,2020
F,0,,1,July,40-49,31,2020
F,0,,1,August,40-49,31,2020
F,0,,1,September,40-49,30,2020
F,0,,1,October,40-49,31,2020
F,1,pfizer,1,April,40-49,32,2021
F,1,pfizer,1,May,40-49,39,2021
F,2,pfizer,1,May,40-49,23,2021
F,2,pfizer,1,June,40-49,30,2021
M,2,pfizer,0,January,80+,5,2021
M,1,moderna,0,March,40-49,49,2021
M,1,moderna,0,April,40-49,72,2021
M,2,moderna,0,April,40-49,66,2021
M,2,moderna,0,May,40-49,146,2021
F,0,,1,May,25-29,23,2020
F,0,,1,June,25-29,30,2020
F,0,,1,July,25-29,31,2020
F,0,,1,August,25-29,31,2020
F,0,,1,September,25-29,30,2020
F,0,,1,October,25-29,31,2020
F,0,,1,November,25-29,30,2020
F,0,,1,December,25-29,31,2020
F,0,,1,January,25-29,31,2021
F,0,,1,February,25-29,28,2021
F,1,pfizer,1,April,25-29,19,2021
F,1,pfizer,1,May,25-29,3,2021
F,2,pfizer,1,May,25-29,28,2021
F,2,pfizer,1,June,25-29,30,2021
M,1,moderna,0,February,60-69,5,2021
M,2,moderna,0,March,60-69,11,2021
M,1,pfizer,0,March,60-69,49,2021
M,1,moderna,0,January,50-59,12,2021
M,1,moderna,0,February,50-59,21,2021
M,2,moderna,0,February,50-59,7,2021
M,2,moderna,0,March,50-59,31,2021
M,2,moderna,0,April,50-59,59,2021
M,1,astrazeneca,0,February,18-24,18,2021
M,1,astrazeneca,0,March,18-24,31,2021
M,1,astrazeneca,0,April,18-24,54,2021
M,1,astrazeneca,0,May,18-24,37,2021
M,2,astrazeneca,0,May,18-24,25,2021
M,2,astrazeneca,0,June,18-24,30,2021
F,0,,1,January,60-69,82,2021
F,0,,1,February,60-69,138,2021
F,0,,1,March,60-69,186,2021
F,0,,1,April,60-69,184,2021
F,0,,1,May,60-69,180,2021
F,0,,1,June,60-69,114,2021
F,1,janssen,1,June,60-69,36,2021
F,0,,1,May,80+,6,2020
F,0,,1,June,80+,30,2020
F,0,,1,July,80+,31,2020
F,0,,1,August,80+,31,2020
F,0,,1,September,80+,30,2020
M,1,moderna,0,January,18-24,9,2021
M,1,moderna,0,February,18-24,15,2021
M,2,moderna,0,February,18-24,13,2021
M,2,moderna,0,March,18-24,31,2021
M,2,moderna,0,April,18-24,30,2021
M,2,moderna,0,May,18-24,31,2021
F,1,astrazeneca,0,March,60-69,87,2021
F,1,astrazeneca,0,April,60-69,172,2021
F,2,astrazeneca,0,June,60-69,111,2021
M,1,pfizer,0,May,18-24,11,2021
M,0,,1,September,70-79,10,2020
M,0,,1,October,70-79,31,2020
M,0,,1,November,70-79,30,2020
M,0,,1,December,70-79,31,2020
F,1,moderna,0,May,25-29,55,2021
F,1,moderna,0,June,25-29,35,2021
F,2,moderna,0,June,25-29,25,2021
F,1,moderna,0,January,60-69,10,2021
F,1,moderna,0,February,60-69,18,2021
F,2,moderna,0,February,60-69,10,2021
F,2,moderna,0,March,60-69,31,2021
M,2,pfizer,1,March,80+,10,2021
M,2,pfizer,1,April,80+,5,2021
M,1,pfizer,1,April,60-69,8,2021
M,1,pfizer,1,May,60-69,31,2021
F,2,astrazeneca,0,May,60-69,8,2021
M,1,pfizer,0,April,12-17,1,2021
M,1,pfizer,1,April,12-17,19,2021
M,1,pfizer,1,May,12-17,1,2021
M,2,pfizer,1,May,12-17,7,2021
M,0,,1,June,18-24,8,2020
M,0,,1,July,18-24,31,2020
M,0,,1,August,18-24,31,2020
M,0,,1,September,18-24,30,2020
M,0,,1,October,18-24,31,2020
M,1,pfizer,1,June,18-24,17,2021
F,0,,1,May,60-69,2,2020
F,0,,1,June,60-69,30,2020
F,0,,1,July,60-69,31,2020
F,0,,1,August,60-69,31,2020
F,0,,1,September,60-69,30,2020
F,0,,1,October,60-69,31,2020
F,0,,1,November,60-69,30,2020
F,0,,1,December,60-69,34,2020
F,1,astrazeneca,1,April,60-69,23,2021
F,1,astrazeneca,1,May,60-69,31,2021
F,1,astrazeneca,1,June,60-69,30,2021
F,1,astrazeneca,0,March,18-24,16,2021
F,1,astrazeneca,0,April,18-24,30,2021
F,1,astrazeneca,0,May,18-24,31,2021
F,1,astrazeneca,0,June,18-24,10,2021
F,2,astrazeneca,0,June,18-24,20,2021
F,1,astrazeneca,1,June,70-79,2,2021
M,1,pfizer,0,May,25-29,11,2021
F,1,pfizer,0,March,18-24,19,2021
M,1,moderna,0,March,50-59,26,2021
F,1,moderna,0,May,18-24,26,2021
F,2,moderna,0,June,18-24,24,2021
M,0,,1,October,50-59,30,2020
M,0,,1,November,50-59,30,2020
F,1,pfizer,0,January,25-29,34,2021
M,1,pfizer,0,January,25-29,42,2021
M,2,pfizer,0,January,25-29,11,2021
M,2,pfizer,0,February,25-29,56,2021
F,1,pfizer,1,May,60-69,31,2021
F,1,pfizer,1,June,60-69,60,2021
M,2,astrazeneca,0,May,30-39,18,2021
M,0,,1,December,25-29,17,2020
F,0,,1,June,50-59,49,2020
F,0,,1,April,70-79,8,2020
F,0,,1,May,70-79,9,2020
M,1,pfizer,1,March,40-49,19,2021
M,2,pfizer,1,March,40-49,7,2021
M,2,pfizer,1,April,40-49,30,2021
M,2,pfizer,1,May,40-49,31,2021
M,2,pfizer,1,June,40-49,30,2021
M,1,astrazeneca,0,June,18-24,29,2021
F,1,pfizer,1,January,50-59,18,2021
F,2,pfizer,1,February,50-59,25,2021
F,1,moderna,0,February,25-29,28,2021
F,1,moderna,0,March,25-29,31,2021
F,1,moderna,0,April,25-29,30,2021
M,1,astrazeneca,1,March,50-59,20,2021
M,1,astrazeneca,1,April,50-59,30,2021
M,1,astrazeneca,1,May,50-59,31,2021
M,1,astrazeneca,1,June,50-59,30,2021
F,0,,1,November,18-24,20,2020
F,0,,1,December,18-24,31,2020
M,0,,1,November,5-11,8,2020
M,0,,1,December,5-11,31,2020
M,0,,1,January,5-11,31,2021
M,0,,1,February,5-11,28,2021
M,0,,1,March,5-11,31,2021
M,0,,1,April,5-11,30,2021
M,0,,1,May,5-11,31,2021
M,0,,1,June,5-11,30,2021
M,1,moderna,0,February,40-49,5,2021
M,2,moderna,0,March,40-49,11,2021
M,1,pfizer,0,February,40-49,36,2021
M,1,pfizer,0,March,40-49,20,2021
M,2,pfizer,0,March,40-49,42,2021
M,2,pfizer,0,April,40-49,60,2021
M,2,pfizer,0,May,40-49,62,2021
F,1,pfizer,1,June,40-49,30,2021
M,1,pfizer,0,January,40-49,24,2021
M,3,pfizer,0,June,40-49,23,2021
F,3,pfizer,0,May,60-69,26,2021
F,3,pfizer,0,June,60-69,30,2021
total,0,,0,November,0-4,2755,2019
total,0,,0,December,0-4,2843,2019
total,0,,0,January,0-4,2759,2020
total,0,,0,February,0-4,2569,2020
total,0,,0,March,0-4,2852,2020
total,0,,0,April,0-4,2816,2020
total,0,,0,May,0-4,2901,2020
total,0,,0,June,0-4,2696,2020
total,0,,0,July,0-4,2721,2020
total,0,,0,August,0-4,2721,2020
total,0,,0,September,0-4,2518,2020
total,0,,0,October,0-4,2561,2020
total,0,,0,November,0-4,2419,2020
total,0,,0,January,40-49,14375,2019
total,0,,0,January,50-59,14202,2019
total,0,,0,February,50-59,12791,2019
total,0,,0,March,50-59,14073,2019
total,0,,0,April,50-59,13693,2019
total,0,,0,May,50-59,14049,2019
total,0,,0,June,50-59,13542,2019
total,0,,0,July,50-59,14052,2019
total,0,,0,August,50-59,14200,2019
total,0,,0,September,50-59,13897,2019
total,0,,0,October,50-59,14422,2019
total,0,,0,November,50-59,14011,2019
total,0,,0,December,50-59,14528,2019
total,0,,0,January,50-59,14602,2020
total,0,,0,February,50-59,13822,2020
total,0,,0,March,50-59,14855,2020
total,0,,0,April,50-59,14456,2020
total,0,,0,May,50-59,14918,2020
total,0,,0,June,50-59,14356,2020
total,0,,0,July,50-59,14812,2020
total,0,,0,August,50-59,14952,2020
total,0,,0,September,50-59,14486,2020
total,0,,0,October,50-59,14916,2020
total,0,,0,November,50-59,14301,2020
total,0,,0,December,50-59,14506,2020
total,0,,0,January,50-59,13978,2021
total,0,,1,January,50-59,308,2021
total,0,,1,February,50-59,494,2021
total,0,,1,March,50-59,542,2021
total,0,,1,April,50-59,493,2021
total,0,,1,May,50-59,353,2021
total,1,pfizer,1,May,50-59,86,2021
total,1,pfizer,1,June,50-59,162,2021
total,2,pfizer,1,June,50-59,91,2021
total,0,,0,February,40-49,12844,2019
total,0,,0,March,40-49,14195,2019
total,0,,0,April,40-49,13607,2019
total,0,,0,May,40-49,13961,2019
total,0,,0,June,40-49,13403,2019
total,0,,0,July,40-49,13737,2019
total,0,,0,August,40-49,13571,2019
total,0,,0,September,40-49,13063,2019
total,0,,0,October,40-49,13517,2019
total,0,,0,November,40-49,13148,2019
total,0,,0,December,40-49,13623,2019
total,0,,0,January,40-49,13577,2020
total,0,,0,February,50-59,12029,2021
total,0,,0,March,50-59,12398,2021
total,0,,0,April,50-59,11624,2021
total,0,,0,May,50-59,10752,2021
total,1,pfizer,0,May,50-59,1023,2021
total,1,pfizer,0,June,50-59,3617,2021
total,0,,0,January,70-79,9139,2019
total,0,,0,February,70-79,8250,2019
