sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
total,0,,0,March,70-79,8981,2019
total,0,,0,April,70-79,8620,2019
total,0,,0,May,70-79,8923,2019
total,0,,0,June,70-79,8647,2019
total,0,,0,July,70-79,8889,2019
total,0,,0,August,70-79,8952,2019
total,0,,0,September,70-79,8640,2019
total,0,,0,October,70-79,8966,2019
total,0,,0,November,70-79,8742,2019
total,0,,0,December,70-79,9109,2019
total,0,,0,January,70-79,9234,2020
total,0,,0,February,70-79,8624,2020
total,0,,0,March,70-79,9253,2020
total,0,,0,April,70-79,9037,2020
total,0,,0,May,70-79,9313,2020
total,0,,0,June,70-79,8944,2020
total,0,,0,July,70-79,9188,2020
total,0,,0,August,70-79,9183,2020
total,0,,0,September,70-79,8691,2020
total,0,,0,October,70-79,8910,2020
total,0,,0,November,70-79,8653,2020
total,0,,0,December,70-79,8755,2020
total,0,,0,January,70-79,8597,2021
total,0,,0,February,70-79,7795,2021
total,0,,0,March,70-79,8488,2021
total,0,,0,April,70-79,5328,2021
total,1,pfizer,0,April,70-79,299,2021
total,1,pfizer,0,May,70-79,1410,2021
total,0,,0,January,30-39,8895,2019
total,0,,0,February,30-39,7994,2019
total,0,,0,March,30-39,8838,2019
total,0,,0,April,30-39,8591,2019
total,0,,0,May,30-39,8915,2019
total,0,,0,June,30-39,8670,2019
total,0,,0,July,30-39,8919,2019
total,0,,0,August,30-39,8921,2019
total,0,,0,September,30-39,8734,2019
total,0,,0,October,30-39,9132,2019
total,0,,0,November,30-39,8795,2019
total,0,,0,December,30-39,9078,2019
total,0,,0,January,30-39,9091,2020
total,0,,0,February,30-39,8500,2020
total,0,,0,March,30-39,9043,2020
total,0,,0,April,30-39,8615,2020
total,0,,0,May,30-39,8867,2020
total,0,,0,June,30-39,8507,2020
total,0,,0,July,30-39,8793,2020
total,0,,0,August,30-39,8689,2020
total,0,,0,September,30-39,8361,2020
total,0,,0,October,30-39,8571,2020
total,0,,0,November,30-39,8205,2020
total,0,,0,December,30-39,8331,2020
total,0,,0,January,30-39,8050,2021
total,0,,0,February,30-39,7057,2021
total,0,,0,March,30-39,7478,2021
total,0,,0,April,30-39,7096,2021
total,0,,0,May,30-39,7031,2021
total,0,,0,June,30-39,5813,2021
total,1,moderna,0,June,30-39,362,2021
total,0,,0,February,40-49,12513,2020
total,0,,0,March,40-49,13460,2020
total,0,,0,April,40-49,13192,2020
total,0,,0,May,40-49,13554,2020
total,0,,0,June,40-49,12970,2020
total,0,,0,July,40-49,13358,2020
total,0,,0,August,40-49,13286,2020
total,0,,0,September,40-49,12845,2020
total,0,,0,October,40-49,13340,2020
total,0,,0,November,40-49,12884,2020
total,0,,0,December,40-49,13218,2020
total,0,,0,January,40-49,12836,2021
total,0,,0,February,40-49,11033,2021
total,0,,0,March,40-49,11404,2021
total,0,,0,April,40-49,10751,2021
total,0,,0,May,40-49,10825,2021
total,0,,0,June,40-49,8320,2021
total,0,,0,October,25-29,4754,2019
total,0,,0,November,25-29,4610,2019
total,0,,0,December,25-29,4764,2019
total,0,,0,January,80+,8444,2019
total,0,,0,February,80+,7606,2019
total,0,,0,March,80+,8403,2019
total,0,,0,April,80+,8179,2019
total,0,,0,May,80+,8401,2019
total,0,,0,June,80+,8024,2019
total,0,,0,July,80+,8359,2019
total,0,,0,August,80+,8503,2019
total,0,,0,September,80+,8267,2019
total,0,,0,October,80+,8527,2019
total,0,,0,November,80+,8181,2019
total,0,,0,December,80+,8368,2019
total,0,,0,January,80+,8281,2020
total,0,,0,February,80+,7728,2020
total,0,,0,March,80+,8287,2020
total,0,,0,April,80+,8004,2020
total,0,,0,May,80+,8279,2020
total,0,,0,June,80+,8014,2020
total,0,,0,July,80+,8268,2020
total,0,,0,August,80+,8242,2020
total,0,,0,September,80+,8108,2020
total,0,,0,October,80+,8420,2020
total,0,,0,November,80+,8104,2020
total,0,,0,December,80+,8348,2020
total,0,,0,January,80+,8073,2021
total,1,pfizer,0,January,80+,187,2021
total,1,pfizer,0,February,80+,102,2021
total,2,pfizer,0,February,80+,130,2021
total,2,pfizer,0,March,80+,238,2021
total,2,pfizer,0,April,80+,1985,2021
total,2,pfizer,0,May,80+,4839,2021
total,2,pfizer,0,June,80+,5001,2021
total,3,pfizer,0,June,80+,13,2021
total,0,,0,January,60-69,11948,2019
total,0,,0,January,18-24,5604,2019
total,0,,0,February,25-29,3961,2019
total,0,,0,March,25-29,4422,2019
total,0,,0,April,25-29,4278,2019
total,0,,0,May,25-29,4357,2019
total,0,,0,June,25-29,4386,2019
total,0,,0,July,25-29,4717,2019
total,0,,0,August,25-29,4816,2019
total,0,,0,September,25-29,4690,2019
total,0,,0,January,25-29,4728,2020
total,0,,0,February,25-29,4507,2020
total,0,,0,March,25-29,4793,2020
total,0,,0,April,25-29,4584,2020
total,0,,0,May,25-29,4706,2020
total,0,,0,June,25-29,4559,2020
total,0,,0,July,25-29,4817,2020
total,0,,0,August,25-29,4885,2020
total,0,,0,September,25-29,4742,2020
total,0,,0,October,25-29,4934,2020
total,0,,0,November,25-29,4781,2020
total,0,,0,December,25-29,4998,2020
total,0,,0,January,25-29,4922,2021
total,0,,0,February,25-29,4362,2021
total,0,,0,March,25-29,4623,2021
total,0,,0,April,25-29,4395,2021
total,0,,0,May,25-29,4319,2021
total,0,,0,June,25-29,3806,2021
total,0,,1,May,30-39,7,2020
total,0,,1,June,30-39,30,2020
total,0,,1,July,30-39,43,2020
total,0,,1,August,30-39,62,2020
total,0,,1,September,30-39,60,2020
total,0,,1,October,30-39,72,2020
total,0,,1,November,30-39,98,2020
total,0,,1,December,30-39,185,2020
total,0,,1,January,30-39,315,2021
total,0,,1,February,30-39,341,2021
total,0,,1,March,30-39,431,2021
total,0,,1,April,30-39,430,2021
total,0,,1,May,30-39,465,2021
total,0,,1,June,30-39,423,2021
total,0,,0,June,50-59,6222,2021
total,0,,0,February,80+,7088,2021
total,0,,0,March,80+,6383,2021
total,0,,0,April,80+,2247,2021
total,1,pfizer,0,April,80+,3283,2021
total,0,,0,March,5-11,5328,2021
total,0,,0,April,5-11,5214,2021
total,0,,0,May,5-11,5363,2021
total,0,,0,June,5-11,5139,2021
total,1,pfizer,0,March,80+,1409,2021
total,0,,0,February,18-24,4902,2019
total,0,,0,March,18-24,5382,2019
total,0,,0,April,18-24,5254,2019
total,0,,0,May,18-24,5440,2019
total,0,,0,June,18-24,5153,2019
total,0,,0,July,18-24,5200,2019
total,0,,0,August,18-24,5205,2019
total,0,,0,September,18-24,5049,2019
total,0,,1,January,40-49,315,2021
total,0,,1,February,40-49,363,2021
total,0,,1,March,40-49,371,2021
total,0,,1,April,40-49,293,2021
total,0,,1,May,40-49,279,2021
total,0,,1,June,40-49,242,2021
total,0,,1,June,50-59,257,2021
total,0,,0,January,12-17,4579,2019
total,0,,0,February,12-17,4186,2019
total,0,,0,March,12-17,4787,2019
total,0,,0,April,12-17,4709,2019
total,0,,0,May,12-17,4938,2019
total,0,,0,June,12-17,4861,2019
total,0,,0,July,12-17,4975,2019
total,0,,0,August,12-17,4921,2019
total,0,,0,September,12-17,4787,2019
total,0,,0,October,12-17,4890,2019
total,0,,0,November,12-17,4912,2019
total,0,,0,December,12-17,5169,2019
total,0,,0,January,12-17,5273,2020
total,0,,0,February,12-17,5007,2020
total,0,,0,March,12-17,5296,2020
total,0,,0,April,12-17,5007,2020
total,0,,0,May,12-17,4961,2020
total,0,,0,June,12-17,4693,2020
total,0,,0,July,12-17,4793,2020
total,0,,0,August,12-17,4743,2020
total,0,,0,September,12-17,4594,2020
total,0,,0,October,12-17,4766,2020
total,0,,0,November,12-17,4508,2020
total,0,,0,December,12-17,4545,2020
total,0,,0,January,12-17,4467,2021
total,0,,0,February,12-17,4013,2021
total,0,,0,March,12-17,4510,2021
total,0,,0,April,12-17,4334,2021
total,0,,0,May,12-17,4386,2021
total,0,,0,June,12-17,4083,2021
total,0,,0,February,5-11,4862,2021
total,0,,0,October,18-24,5276,2019
total,0,,0,November,18-24,5113,2019
total,0,,0,December,18-24,5326,2019
total,0,,0,January,18-24,5278,2020
total,0,,0,February,18-24,4801,2020
total,0,,0,March,18-24,5145,2020
total,0,,0,April,18-24,4990,2020
total,0,,0,May,18-24,5271,2020
total,0,,0,June,18-24,5232,2020
total,0,,0,July,18-24,5353,2020
total,0,,0,August,18-24,5263,2020
total,0,,0,September,18-24,5085,2020
total,1,pfizer,0,January,50-59,216,2021
total,1,pfizer,0,February,50-59,252,2021
total,2,pfizer,0,February,50-59,228,2021
total,2,pfizer,0,March,50-59,330,2021
total,2,pfizer,0,April,50-59,331,2021
total,2,pfizer,0,May,50-59,435,2021
total,2,pfizer,0,June,50-59,736,2021
total,0,,0,January,5-11,5848,2019
total,0,,0,February,5-11,5275,2019
total,0,,0,March,5-11,5810,2019
total,0,,0,April,5-11,5562,2019
total,0,,0,May,5-11,5752,2019
total,0,,0,June,5-11,5572,2019
total,0,,0,July,5-11,5756,2019
total,0,,0,August,5-11,5755,2019
total,0,,0,September,5-11,5507,2019
total,0,,0,October,5-11,5753,2019
total,0,,0,November,5-11,5401,2019
total,0,,0,December,5-11,5484,2019
total,0,,0,January,5-11,5313,2020
total,0,,0,February,5-11,4830,2020
total,0,,0,March,5-11,5095,2020
total,0,,0,April,5-11,4936,2020
total,0,,0,May,5-11,5174,2020
total,0,,0,June,5-11,5162,2020
total,0,,0,July,5-11,5468,2020
total,0,,0,August,5-11,5422,2020
total,0,,0,September,5-11,5232,2020
total,0,,0,October,5-11,5389,2020
total,0,,0,November,5-11,5143,2020
total,0,,0,December,5-11,5485,2020
total,0,,0,January,5-11,5385,2021
total,0,,0,January,0-4,2734,2019
total,0,,0,February,0-4,2540,2019
total,0,,0,March,0-4,2839,2019
total,0,,0,April,0-4,2785,2019
total,0,,0,May,0-4,2861,2019
total,0,,0,June,0-4,2793,2019
total,0,,0,July,0-4,2986,2019
total,0,,0,August,0-4,3063,2019
total,0,,0,September,0-4,2989,2019
total,0,,0,October,0-4,2911,2019
total,1,pfizer,0,June,40-49,1808,2021
total,0,,0,April,60-69,11569,2019
total,0,,0,May,60-69,12065,2019
total,0,,0,June,60-69,11646,2019
total,0,,0,July,60-69,12068,2019
total,0,,0,August,60-69,11993,2019
total,0,,0,September,60-69,11547,2019
total,0,,0,October,60-69,11930,2019
total,0,,0,November,60-69,11563,2019
total,0,,0,December,60-69,11932,2019
total,0,,0,January,60-69,11996,2020
total,0,,0,February,60-69,11200,2020
total,0,,0,March,60-69,11885,2020
total,0,,0,April,60-69,11548,2020
total,0,,0,May,60-69,11815,2020
total,0,,0,June,60-69,11400,2020
total,0,,0,July,60-69,11816,2020
total,0,,0,August,60-69,11665,2020
total,0,,0,September,60-69,11171,2020
total,0,,0,October,60-69,11500,2020
total,0,,0,November,60-69,11131,2020
total,0,,0,December,60-69,11476,2020
total,0,,0,January,60-69,11130,2021
total,0,,0,February,60-69,9934,2021
total,0,,0,March,60-69,10507,2021
total,1,astrazeneca,0,March,70-79,135,2021
total,1,astrazeneca,0,April,70-79,2159,2021
total,1,astrazeneca,0,May,70-79,3151,2021
total,1,astrazeneca,0,June,70-79,2670,2021
total,2,astrazeneca,0,June,70-79,420,2021
total,0,,0,February,60-69,10746,2019
total,0,,0,March,60-69,11920,2019
total,1,moderna,0,March,60-69,81,2021
total,1,moderna,0,April,60-69,297,2021
total,2,moderna,0,April,60-69,116,2021
total,2,moderna,0,May,60-69,350,2021
total,2,moderna,0,June,60-69,581,2021
total,0,,0,May,70-79,2397,2021
total,0,,0,October,18-24,5194,2020
total,0,,0,November,18-24,5055,2020
total,0,,0,December,18-24,5074,2020
total,0,,0,January,18-24,4959,2021
total,0,,0,February,18-24,4249,2021
total,0,,0,March,18-24,4555,2021
total,0,,0,April,18-24,4290,2021
total,0,,0,May,18-24,4297,2021
total,0,,0,June,18-24,3597,2021
total,0,,0,January,25-29,4285,2019
total,1,moderna,0,May,30-39,104,2021
total,2,moderna,0,June,30-39,79,2021
total,1,pfizer,0,May,80+,2172,2021
total,1,pfizer,0,June,80+,1740,2021
total,0,,0,April,60-69,9703,2021
total,0,,0,May,60-69,7417,2021
total,1,pfizer,0,May,60-69,1330,2021
total,1,pfizer,0,June,60-69,3652,2021
total,2,pfizer,0,June,60-69,1260,2021
total,0,,1,March,25-29,138,2021
total,0,,1,April,25-29,131,2021
total,0,,1,May,25-29,117,2021
total,0,,1,June,25-29,77,2021
total,1,pfizer,0,January,30-39,148,2021
total,2,pfizer,0,January,30-39,10,2021
total,2,pfizer,0,February,30-39,109,2021
total,2,pfizer,0,March,30-39,182,2021
total,1,pfizer,0,January,70-79,32,2021
total,1,pfizer,0,February,70-79,21,2021
total,2,pfizer,0,February,70-79,46,2021
total,2,pfizer,0,March,70-79,83,2021
total,2,pfizer,0,April,70-79,90,2021
total,2,pfizer,0,May,70-79,646,2021
total,2,pfizer,0,June,70-79,1650,2021
total,1,moderna,0,June,25-29,76,2021
total,0,,0,June,60-69,2773,2021
total,1,pfizer,0,June,18-24,510,2021
total,1,pfizer,0,June,70-79,1538,2021
total,0,,0,December,0-4,2405,2020
total,0,,0,January,0-4,2417,2021
total,0,,0,February,0-4,2237,2021
total,0,,0,March,0-4,2550,2021
total,0,,0,April,0-4,2475,2021
total,0,,0,May,0-4,2566,2021
total,0,,0,June,0-4,2454,2021
total,1,astrazeneca,0,March,50-59,678,2021
total,1,astrazeneca,0,April,50-59,796,2021
total,1,astrazeneca,0,May,50-59,696,2021
total,1,astrazeneca,0,June,50-59,462,2021
total,0,,0,June,70-79,984,2021
total,1,pfizer,0,February,30-39,129,2021
total,1,pfizer,0,March,30-39,179,2021
total,1,pfizer,0,April,30-39,171,2021
total,1,pfizer,0,May,30-39,356,2021
total,1,pfizer,0,June,30-39,832,2021
total,1,pfizer,0,June,25-29,344,2021
total,2,pfizer,0,June,30-39,412,2021
total,2,pfizer,0,January,50-59,20,2021
total,1,janssen,0,June,70-79,174,2021
total,1,moderna,0,May,60-69,435,2021
total,1,moderna,0,June,60-69,305,2021
total,0,,1,November,18-24,54,2020
total,0,,1,December,18-24,148,2020
total,0,,1,January,18-24,198,2021
total,0,,1,February,18-24,196,2021
total,0,,1,March,18-24,238,2021
total,0,,1,April,18-24,240,2021
total,0,,1,May,18-24,248,2021
total,0,,1,June,18-24,223,2021
total,1,moderna,0,June,50-59,967,2021
total,1,astrazeneca,0,May,60-69,930,2021
total,1,astrazeneca,0,June,60-69,1580,2021
total,1,pfizer,0,February,25-29,34,2021
total,1,pfizer,0,March,25-29,101,2021
total,1,pfizer,0,April,25-29,65,2021
total,1,pfizer,0,May,25-29,94,2021
total,0,,1,November,5-11,33,2020
total,0,,1,December,5-11,69,2020
total,0,,1,January,5-11,93,2021
total,0,,1,February,5-11,84,2021
total,0,,1,March,5-11,93,2021
total,0,,1,April,5-11,90,2021
total,0,,1,May,5-11,93,2021
total,0,,1,June,5-11,90,2021
total,1,pfizer,0,January,60-69,242,2021
total,1,pfizer,0,February,60-69,181,2021
total,1,pfizer,0,March,60-69,152,2021
total,1,pfizer,0,April,60-69,186,2021
total,1,janssen,0,June,60-69,680,2021
total,1,janssen,0,May,60-69,174,2021
total,1,pfizer,0,January,18-24,72,2021
total,1,pfizer,0,February,18-24,13,2021
total,2,pfizer,0,February,18-24,72,2021
total,2,pfizer,0,March,18-24,105,2021
total,2,pfizer,0,April,18-24,120,2021
total,2,pfizer,0,May,18-24,124,2021
total,2,pfizer,0,June,18-24,121,2021
total,1,moderna,0,March,50-59,62,2021
total,1,moderna,0,April,50-59,140,2021
total,2,moderna,0,April,50-59,94,2021
total,2,moderna,0,May,50-59,214,2021
total,2,moderna,0,June,50-59,379,2021
total,1,moderna,0,March,30-39,11,2021
total,1,moderna,0,April,30-39,21,2021
total,2,moderna,0,April,30-39,40,2021
total,2,moderna,0,May,30-39,38,2021
total,1,pfizer,0,February,40-49,200,2021
total,1,pfizer,0,March,40-49,185,2021
total,2,pfizer,0,March,40-49,261,2021
total,2,pfizer,0,April,40-49,330,2021
total,2,pfizer,0,May,40-49,344,2021
total,2,pfizer,0,June,40-49,329,2021
total,1,astrazeneca,0,February,40-49,125,2021
total,1,astrazeneca,0,March,40-49,705,2021
total,1,astrazeneca,0,April,40-49,799,2021
total,1,astrazeneca,0,May,40-49,642,2021
total,2,astrazeneca,0,May,40-49,252,2021
total,2,astrazeneca,0,June,40-49,579,2021
total,1,astrazeneca,0,March,30-39,260,2021
total,1,astrazeneca,0,April,30-39,243,2021
total,1,astrazeneca,0,May,30-39,151,2021
total,1,astrazeneca,0,June,30-39,7,2021
total,2,astrazeneca,0,June,30-39,233,2021
total,2,pfizer,0,March,60-69,491,2021
total,2,pfizer,0,April,60-69,531,2021
total,2,pfizer,0,May,60-69,697,2021
total,1,pfizer,0,January,40-49,147,2021
total,2,pfizer,0,February,40-49,85,2021
total,1,astrazeneca,0,February,30-39,45,2021
total,2,astrazeneca,0,May,30-39,97,2021
total,1,moderna,0,March,70-79,52,2021
total,1,moderna,0,April,70-79,352,2021
total,2,moderna,0,April,70-79,76,2021
total,2,moderna,0,May,70-79,443,2021
total,2,moderna,0,June,70-79,606,2021
total,0,,0,May,80+,724,2021
total,0,,0,June,80+,655,2021
total,1,astrazeneca,0,March,25-29,85,2021
total,1,astrazeneca,0,April,25-29,140,2021
total,1,astrazeneca,0,May,25-29,125,2021
total,1,astrazeneca,0,June,25-29,53,2021
total,2,astrazeneca,0,June,25-29,84,2021
total,1,pfizer,0,April,40-49,118,2021
total,1,pfizer,0,May,40-49,267,2021
total,1,moderna,0,April,40-49,154,2021
total,1,moderna,0,May,40-49,106,2021
total,1,moderna,0,June,40-49,306,2021
total,0,,1,December,40-49,199,2020
total,0,,1,July,50-59,67,2020
total,0,,1,August,50-59,93,2020
total,0,,1,September,50-59,90,2020
total,0,,1,October,50-59,123,2020
total,0,,1,November,50-59,120,2020
total,0,,1,December,50-59,174,2020
total,2,astrazeneca,0,May,50-59,183,2021
total,2,astrazeneca,0,June,50-59,593,2021
total,1,astrazeneca,0,February,50-59,98,2021
total,1,moderna,0,June,18-24,55,2021
total,1,pfizer,0,June,12-17,71,2021
total,1,pfizer,1,April,50-59,13,2021
total,1,moderna,1,March,40-49,11,2021
total,1,moderna,1,April,40-49,19,2021
total,2,moderna,1,April,40-49,11,2021
total,2,moderna,1,May,40-49,31,2021
total,2,moderna,1,June,40-49,30,2021
total,1,pfizer,1,June,30-39,27,2021
total,1,pfizer,1,January,30-39,19,2021
total,2,pfizer,1,January,30-39,5,2021
total,2,pfizer,1,February,30-39,28,2021
total,2,pfizer,1,March,30-39,31,2021
total,2,pfizer,1,April,30-39,30,2021
total,2,pfizer,1,May,30-39,31,2021
total,2,pfizer,1,June,30-39,30,2021
total,0,,1,November,60-69,34,2020
total,0,,1,December,60-69,72,2020
total,0,,1,January,60-69,144,2021
total,0,,1,February,60-69,214,2021
total,0,,1,March,60-69,279,2021
total,0,,1,April,60-69,266,2021
total,0,,1,May,60-69,242,2021
total,0,,1,June,60-69,155,2021
total,1,pfizer,1,June,60-69,109,2021
total,1,moderna,0,May,50-59,393,2021
total,2,pfizer,0,January,60-69,19,2021
total,2,pfizer,0,February,60-69,258,2021
total,1,janssen,0,May,50-59,9,2021
total,1,janssen,0,June,50-59,194,2021
total,1,janssen,0,April,70-79,18,2021
total,1,janssen,0,May,70-79,155,2021
total,1,pfizer,0,April,12-17,11,2021
total,1,pfizer,0,May,12-17,13,2021
total,2,pfizer,0,May,12-17,18,2021
total,2,pfizer,0,June,12-17,30,2021
total,0,,1,April,80+,67,2021
total,0,,1,May,80+,31,2021
total,0,,1,June,80+,6,2021
total,1,pfizer,0,March,50-59,350,2021
total,1,pfizer,0,April,50-59,393,2021
total,0,,1,October,40-49,38,2020
total,0,,1,November,40-49,92,2020
total,0,,1,January,70-79,48,2021
total,0,,1,February,70-79,56,2021
total,0,,1,March,70-79,62,2021
total,0,,1,April,70-79,26,2021
total,1,pfizer,1,April,70-79,9,2021
total,1,pfizer,1,May,70-79,15,2021
total,2,pfizer,1,May,70-79,16,2021
total,2,pfizer,1,June,70-79,30,2021
total,1,moderna,0,May,70-79,249,2021
total,1,moderna,0,June,70-79,118,2021
total,0,,1,December,80+,83,2020
total,0,,1,January,80+,84,2021
total,0,,1,February,80+,107,2021
total,0,,1,March,80+,124,2021
total,1,pfizer,1,April,80+,36,2021
total,1,pfizer,1,May,80+,62,2021
total,1,pfizer,1,June,80+,60,2021
total,1,moderna,0,March,80+,18,2021
total,1,moderna,0,April,80+,67,2021
total,2,moderna,0,April,80+,23,2021
total,2,moderna,0,May,80+,93,2021
total,2,moderna,0,June,80+,90,2021
total,1,astrazeneca,0,April,60-69,209,2021
total,1,pfizer,1,April,25-29,44,2021
total,1,pfizer,1,May,25-29,41,2021
total,1,pfizer,1,June,25-29,73,2021
total,1,pfizer,1,February,50-59,10,2021
total,1,pfizer,1,March,50-59,18,2021
total,2,pfizer,1,March,50-59,44,2021
total,2,pfizer,1,April,50-59,60,2021
total,2,pfizer,1,May,50-59,78,2021
total,1,pfizer,1,June,40-49,58,2021
total,2,pfizer,0,May,30-39,269,2021
total,1,pfizer,0,May,18-24,50,2021
total,2,pfizer,0,January,18-24,1,2021
total,1,astrazeneca,0,June,40-49,473,2021
total,0,,1,January,25-29,73,2021
total,0,,1,February,25-29,112,2021
total,2,pfizer,0,February,25-29,126,2021
total,2,pfizer,0,March,25-29,177,2021
total,2,pfizer,0,April,25-29,150,2021
total,2,pfizer,0,May,25-29,155,2021
total,2,pfizer,0,June,25-29,166,2021
total,1,moderna,0,May,18-24,49,2021
total,2,moderna,0,June,18-24,80,2021
total,1,moderna,0,May,25-29,120,2021
total,2,moderna,0,June,25-29,100,2021
total,1,moderna,0,January,30-39,11,2021
total,1,moderna,0,February,30-39,15,2021
total,2,moderna,0,February,30-39,13,2021
total,2,moderna,0,March,30-39,31,2021
total,0,,1,December,12-17,66,2020
total,0,,1,January,12-17,119,2021
total,0,,1,February,12-17,112,2021
total,0,,1,March,12-17,124,2021
total,0,,1,April,12-17,120,2021
total,0,,1,May,12-17,124,2021
total,0,,1,June,12-17,116,2021
total,1,astrazeneca,0,February,25-29,17,2021
total,2,astrazeneca,0,May,25-29,29,2021
total,0,,1,October,80+,32,2020
total,0,,1,November,80+,60,2020
total,0,,1,October,12-17,1,2020
total,0,,1,November,12-17,30,2020
total,1,pfizer,1,June,12-17,4,2021
total,2,moderna,0,June,40-49,293,2021
total,1,astrazeneca,1,February,40-49,5,2021
total,1,astrazeneca,1,March,40-49,31,2021
total,1,astrazeneca,1,April,40-49,30,2021
total,1,astrazeneca,1,May,40-49,20,2021
total,2,astrazeneca,1,May,40-49,11,2021
total,2,astrazeneca,1,June,40-49,30,2021
total,2,pfizer,0,April,30-39,187,2021
total,0,,1,April,70-79,11,2020
total,0,,1,May,70-79,20,2020
total,2,astrazeneca,0,June,80+,14,2021
total,2,moderna,0,May,40-49,223,2021
total,1,astrazeneca,1,April,70-79,25,2021
total,1,astrazeneca,1,May,70-79,31,2021
total,1,astrazeneca,1,June,70-79,32,2021
total,1,pfizer,0,March,70-79,10,2021
total,0,,1,May,40-49,4,2020
total,0,,1,June,40-49,30,2020
total,0,,1,July,40-49,31,2020
total,0,,1,August,40-49,31,2020
total,0,,1,September,40-49,30,2020
total,1,pfizer,1,April,40-49,32,2021
total,1,pfizer,1,May,40-49,39,2021
total,2,pfizer,1,May,40-49,54,2021
total,2,pfizer,1,June,40-49,60,2021
total,2,pfizer,0,January,80+,5,2021
total,1,moderna,0,March,40-49,49,2021
total,2,moderna,0,April,40-49,66,2021
total,0,,1,May,25-29,23,2020
total,0,,1,June,25-29,30,2020
total,0,,1,July,25-29,31,2020
total,0,,1,August,25-29,31,2020
total,0,,1,September,25-29,30,2020
total,0,,1,October,25-29,31,2020
total,0,,1,November,25-29,30,2020
total,0,,1,December,25-29,48,2020
total,2,pfizer,1,May,25-29,28,2021
total,2,pfizer,1,June,25-29,30,2021
total,1,moderna,0,February,60-69,23,2021
total,2,moderna,0,March,60-69,42,2021
total,1,moderna,0,January,50-59,12,2021
total,1,moderna,0,February,50-59,21,2021
total,2,moderna,0,February,50-59,7,2021
total,2,moderna,0,March,50-59,31,2021
total,1,astrazeneca,0,February,18-24,18,2021
total,1,astrazeneca,0,March,18-24,47,2021
total,1,astrazeneca,0,April,18-24,84,2021
total,1,astrazeneca,0,May,18-24,68,2021
total,2,astrazeneca,0,May,18-24,25,2021
total,2,astrazeneca,0,June,18-24,50,2021
total,1,janssen,1,June,60-69,36,2021
total,0,,1,May,80+,6,2020
total,0,,1,June,80+,30,2020
total,0,,1,July,80+,31,2020
total,0,,1,August,80+,31,2020
total,0,,1,September,80+,30,2020
total,1,moderna,0,January,18-24,9,2021
total,1,moderna,0,February,18-24,15,2021
total,2,moderna,0,February,18-24,13,2021
total,2,moderna,0,March,18-24,31,2021
total,2,moderna,0,April,18-24,30,2021
total,2,moderna,0,May,18-24,31,2021
total,1,astrazeneca,0,March,60-69,87,2021
total,2,astrazeneca,0,June,60-69,111,2021
total,0,,1,September,70-79,10,2020
total,0,,1,October,70-79,31,2020
total,0,,1,November,70-79,30,2020
total,0,,1,December,70-79,31,2020
total,1,moderna,0,January,60-69,10,2021
total,2,moderna,0,February,60-69,10,2021
total,2,pfizer,1,March,80+,10,2021
total,2,pfizer,1,April,80+,5,2021
total,1,pfizer,1,April,60-69,8,2021
total,1,pfizer,1,May,60-69,62,2021
total,2,astrazeneca,0,May,60-69,8,2021
total,1,pfizer,1,April,12-17,19,2021
total,1,pfizer,1,May,12-17,1,2021
total,2,pfizer,1,May,12-17,7,2021
total,0,,1,June,18-24,8,2020
total,0,,1,July,18-24,31,2020
total,0,,1,August,18-24,31,2020
total,0,,1,September,18-24,30,2020
total,0,,1,October,18-24,31,2020
total,1,pfizer,1,June,18-24,17,2021
total,0,,1,May,60-69,2,2020
total,0,,1,June,60-69,30,2020
total,0,,1,July,60-69,31,2020
total,0,,1,August,60-69,31,2020
total,0,,1,September,60-69,30,2020
total,0,,1,October,60-69,31,2020
total,1,astrazeneca,1,April,60-69,23,2021
total,1,astrazeneca,1,May,60-69,31,2021
total,1,astrazeneca,1,June,60-69,30,2021
total,1,astrazeneca,0,June,18-24,39,2021
total,1,pfizer,0,March,18-24,19,2021
total,1,pfizer,0,January,25-29,76,2021
total,2,pfizer,0,January,25-29,11,2021
total,0,,1,June,50-59,49,2020
total,1,pfizer,1,March,40-49,19,2021
total,2,pfizer,1,March,40-49,7,2021
total,2,pfizer,1,April,40-49,30,2021
total,1,pfizer,1,January,50-59,18,2021
total,2,pfizer,1,February,50-59,25,2021
total,1,moderna,0,February,25-29,28,2021
total,1,moderna,0,March,25-29,31,2021
total,1,moderna,0,April,25-29,30,2021
total,1,astrazeneca,1,March,50-59,20,2021
total,1,astrazeneca,1,April,50-59,30,2021
total,1,astrazeneca,1,May,50-59,31,2021
total,1,astrazeneca,1,June,50-59,30,2021
total,1,moderna,0,February,40-49,5,2021
total,2,moderna,0,March,40-49,11,2021
total,3,pfizer,0,June,40-49,23,2021
total,3,pfizer,0,May,60-69,26,2021
total,3,pfizer,0,June,60-69,30,2021
F,0,,0,November,total,44704,2019
F,0,,0,December,total,46236,2019
F,0,,0,January,total,46376,2020
F,0,,0,February,total,43325,2020
F,0,,0,March,total,46206,2020
F,0,,0,April,total,44467,2020
F,0,,0,May,total,45659,2020
F,0,,0,June,total,43776,2020
F,0,,0,July,total,45318,2020
F,0,,0,August,total,45267,2020
F,0,,0,September,total,43687,2020
F,0,,0,October,total,45198,2020
F,0,,0,November,total,43542,2020
F,0,,0,January,total,45975,2019
F,0,,0,February,total,41532,2019
