sex,month,year,Ageband,Persontime,Persontime_covid_severity_1_plus,Persontime_covid_severity_2_plus,Persontime_covid_severity_3_plus,Persontime_covid_severity_4_plus,covid_severity_1_plus_b,covid_severity_2_plus_b,covid_severity_3_plus_b,covid_severity_4_plus_b,IR_covid_severity_1_plus,lb_covid_severity_1_plus,ub_covid_severity_1_plus,IR_covid_severity_2_plus,lb_covid_severity_2_plus,ub_covid_severity_2_plus,IR_covid_severity_3_plus,lb_covid_severity_3_plus,ub_covid_severity_3_plus,IR_covid_severity_4_plus,lb_covid_severity_4_plus,ub_covid_severity_4_plus
both_sexes,all_months,2021,12-17,20104,20103,20104,20104,20104,1,0,0,0,1816.89,46,10123.08,0,0,6701.97,0,0,6701.97,0,0,6701.97
both_sexes,all_months,2021,5-11,23768,23768,23768,23768,23768,0,0,0,0,0,0,5668.81,0,0,5668.81,0,0,5668.81,0,0,5668.81
0,all_months,all_years,0-4,17285,17285,17285,17285,17285,0,0,0,0,0,0,7794.99,0,0,7794.99,0,0,7794.99,0,0,7794.99
0,all_months,all_years,12-17,29708,29706,29708,29708,29708,2,0,0,0,2459.1,297.81,8883.11,0,0,4535.35,0,0,4535.35,0,0,4535.35
0,all_months,all_years,5-11,31823,31821,31823,31823,31823,2,0,0,0,2295.65,278.01,8292.69,0,0,4233.93,0,0,4233.93,0,0,4233.93
1,all_months,all_years,0-4,16915,16915,16915,16915,16915,0,0,0,0,0,0,7965.49,0,0,7965.49,0,0,7965.49,0,0,7965.49
1,all_months,all_years,12-17,38658,38656,38657,38657,38658,2,1,1,0,1889.75,228.86,6826.41,944.85,23.92,5264.36,944.85,23.92,5264.36,0,0,3485.34
1,all_months,all_years,5-11,44457,44457,44457,44457,44457,0,0,0,0,0,0,3030.71,0,0,3030.71,0,0,3030.71,0,0,3030.71
both_sexes,all_months,all_years,0-4,34200,34200,34200,34200,34200,0,0,0,0,0,0,3939.66,0,0,3939.66,0,0,3939.66,0,0,3939.66
both_sexes,all_months,all_years,12-17,68366,68362,68365,68365,68366,4,1,1,0,2137.15,582.3,5471.96,534.26,13.53,2976.73,534.26,13.53,2976.73,0,0,1970.81
both_sexes,all_months,all_years,5-11,76280,76278,76280,76280,76280,2,0,0,0,957.68,115.98,3459.47,0,0,1766.34,0,0,1766.34,0,0,1766.34
0,1,2020,all_birth_cohorts,5097,5097,5097,5097,5097,0,0,0,0,0,0,26434.44,0,0,26434.44,0,0,26434.44,0,0,26434.44
0,2,2020,all_birth_cohorts,4727,4727,4727,4727,4727,0,0,0,0,0,0,28503.56,0,0,28503.56,0,0,28503.56,0,0,28503.56
0,3,2020,all_birth_cohorts,5004,5004,5004,5004,5004,0,0,0,0,0,0,26925.72,0,0,26925.72,0,0,26925.72,0,0,26925.72
0,4,2020,all_birth_cohorts,4749,4749,4749,4749,4749,0,0,0,0,0,0,28371.51,0,0,28371.51,0,0,28371.51,0,0,28371.51
0,5,2020,all_birth_cohorts,4875,4875,4875,4875,4875,0,0,0,0,0,0,27638.22,0,0,27638.22,0,0,27638.22,0,0,27638.22
0,6,2020,all_birth_cohorts,4692,4692,4692,4692,4692,0,0,0,0,0,0,28716.18,0,0,28716.18,0,0,28716.18,0,0,28716.18
0,7,2020,all_birth_cohorts,4836,4836,4836,4836,4836,0,0,0,0,0,0,27861.11,0,0,27861.11,0,0,27861.11,0,0,27861.11
0,8,2020,all_birth_cohorts,4735,4735,4735,4735,4735,0,0,0,0,0,0,28455.4,0,0,28455.4,0,0,28455.4,0,0,28455.4
0,9,2020,all_birth_cohorts,4505,4505,4505,4505,4505,0,0,0,0,0,0,29908.17,0,0,29908.17,0,0,29908.17,0,0,29908.17
0,10,2020,all_birth_cohorts,4606,4605,4606,4606,4606,1,0,0,0,7931.6,200.81,44192.02,0,0,29252.35,0,0,29252.35,0,0,29252.35
0,11,2020,all_birth_cohorts,4199,4198,4199,4199,4199,1,0,0,0,8700.57,220.28,48476.48,0,0,32087.72,0,0,32087.72,0,0,32087.72
0,12,2020,all_birth_cohorts,4198,4197,4198,4198,4198,1,0,0,0,8702.64,220.33,48488.03,0,0,32095.36,0,0,32095.36,0,0,32095.36
0,1,2021,all_birth_cohorts,4070,4069,4070,4070,4070,1,0,0,0,8976.41,227.26,50013.34,0,0,33104.75,0,0,33104.75,0,0,33104.75
0,2,2021,all_birth_cohorts,3605,3605,3605,3605,3605,0,0,0,0,0,0,37374.85,0,0,37374.85,0,0,37374.85,0,0,37374.85
0,3,2021,all_birth_cohorts,3935,3935,3935,3935,3935,0,0,0,0,0,0,34240.49,0,0,34240.49,0,0,34240.49,0,0,34240.49
0,4,2021,all_birth_cohorts,3743,3743,3743,3743,3743,0,0,0,0,0,0,35996.88,0,0,35996.88,0,0,35996.88,0,0,35996.88
0,5,2021,all_birth_cohorts,3742,3742,3742,3742,3742,0,0,0,0,0,0,36006.5,0,0,36006.5,0,0,36006.5,0,0,36006.5
0,6,2021,all_birth_cohorts,3498,3498,3498,3498,3498,0,0,0,0,0,0,38518.1,0,0,38518.1,0,0,38518.1,0,0,38518.1
1,1,2020,all_birth_cohorts,6483,6483,6483,6483,6483,0,0,0,0,0,0,20783.02,0,0,20783.02,0,0,20783.02,0,0,20783.02
1,2,2020,all_birth_cohorts,6020,6020,6020,6020,6020,0,0,0,0,0,0,22381.45,0,0,22381.45,0,0,22381.45,0,0,22381.45
1,3,2020,all_birth_cohorts,6318,6318,6318,6318,6318,0,0,0,0,0,0,21325.79,0,0,21325.79,0,0,21325.79,0,0,21325.79
1,4,2020,all_birth_cohorts,6010,6010,6010,6010,6010,0,0,0,0,0,0,22418.69,0,0,22418.69,0,0,22418.69,0,0,22418.69
1,5,2020,all_birth_cohorts,6080,6080,6080,6080,6080,0,0,0,0,0,0,22160.58,0,0,22160.58,0,0,22160.58,0,0,22160.58
1,6,2020,all_birth_cohorts,5780,5780,5780,5780,5780,0,0,0,0,0,0,23310.78,0,0,23310.78,0,0,23310.78,0,0,23310.78
1,7,2020,all_birth_cohorts,5888,5888,5888,5888,5888,0,0,0,0,0,0,22883.21,0,0,22883.21,0,0,22883.21,0,0,22883.21
1,8,2020,all_birth_cohorts,5852,5852,5852,5852,5852,0,0,0,0,0,0,23023.98,0,0,23023.98,0,0,23023.98,0,0,23023.98
1,9,2020,all_birth_cohorts,5566,5566,5566,5566,5566,0,0,0,0,0,0,24207.03,0,0,24207.03,0,0,24207.03,0,0,24207.03
1,10,2020,all_birth_cohorts,5635,5635,5635,5635,5635,0,0,0,0,0,0,23910.62,0,0,23910.62,0,0,23910.62,0,0,23910.62
1,11,2020,all_birth_cohorts,5340,5340,5340,5340,5340,0,0,0,0,0,0,25231.52,0,0,25231.52,0,0,25231.52,0,0,25231.52
1,12,2020,all_birth_cohorts,5404,5402,5403,5403,5404,2,1,1,0,13522.77,1637.67,48848.89,6760.13,171.15,37665.05,6760.13,171.15,37665.05,0,0,24932.7
1,1,2021,all_birth_cohorts,5245,5245,5245,5245,5245,0,0,0,0,0,0,25688.53,0,0,25688.53,0,0,25688.53,0,0,25688.53
1,2,2021,all_birth_cohorts,4658,4658,4658,4658,4658,0,0,0,0,0,0,28925.79,0,0,28925.79,0,0,28925.79,0,0,28925.79
1,3,2021,all_birth_cohorts,5119,5119,5119,5119,5119,0,0,0,0,0,0,26320.83,0,0,26320.83,0,0,26320.83,0,0,26320.83
1,4,2021,all_birth_cohorts,4923,4923,4923,4923,4923,0,0,0,0,0,0,27368.74,0,0,27368.74,0,0,27368.74,0,0,27368.74
1,5,2021,all_birth_cohorts,5022,5022,5022,5022,5022,0,0,0,0,0,0,26829.22,0,0,26829.22,0,0,26829.22,0,0,26829.22
1,6,2021,all_birth_cohorts,4687,4687,4687,4687,4687,0,0,0,0,0,0,28746.82,0,0,28746.82,0,0,28746.82,0,0,28746.82
both_sexes,1,2020,all_birth_cohorts,11580,11580,11580,11580,11580,0,0,0,0,0,0,11635.26,0,0,11635.26,0,0,11635.26,0,0,11635.26
both_sexes,2,2020,all_birth_cohorts,10747,10747,10747,10747,10747,0,0,0,0,0,0,12537.11,0,0,12537.11,0,0,12537.11,0,0,12537.11
both_sexes,3,2020,all_birth_cohorts,11322,11322,11322,11322,11322,0,0,0,0,0,0,11900.4,0,0,11900.4,0,0,11900.4,0,0,11900.4
both_sexes,4,2020,all_birth_cohorts,10759,10759,10759,10759,10759,0,0,0,0,0,0,12523.13,0,0,12523.13,0,0,12523.13,0,0,12523.13
both_sexes,5,2020,all_birth_cohorts,10955,10955,10955,10955,10955,0,0,0,0,0,0,12299.07,0,0,12299.07,0,0,12299.07,0,0,12299.07
both_sexes,6,2020,all_birth_cohorts,10472,10472,10472,10472,10472,0,0,0,0,0,0,12866.34,0,0,12866.34,0,0,12866.34,0,0,12866.34
both_sexes,7,2020,all_birth_cohorts,10724,10724,10724,10724,10724,0,0,0,0,0,0,12564,0,0,12564,0,0,12564,0,0,12564
both_sexes,8,2020,all_birth_cohorts,10587,10587,10587,10587,10587,0,0,0,0,0,0,12726.58,0,0,12726.58,0,0,12726.58,0,0,12726.58
both_sexes,9,2020,all_birth_cohorts,10071,10071,10071,10071,10071,0,0,0,0,0,0,13378.64,0,0,13378.64,0,0,13378.64,0,0,13378.64
both_sexes,10,2020,all_birth_cohorts,10241,10240,10241,10241,10241,1,0,0,0,3566.89,90.31,19873.46,0,0,13156.56,0,0,13156.56,0,0,13156.56
both_sexes,11,2020,all_birth_cohorts,9539,9538,9539,9539,9539,1,0,0,0,3829.42,96.95,21336.16,0,0,14124.78,0,0,14124.78,0,0,14124.78
both_sexes,12,2020,all_birth_cohorts,9602,9599,9601,9601,9602,3,1,1,0,11415.25,2354.1,33360.21,3804.29,96.32,21196.15,3804.29,96.32,21196.15,0,0,14032.11
both_sexes,1,2021,all_birth_cohorts,9315,9314,9315,9315,9315,1,0,0,0,3921.52,99.28,21849.29,0,0,14464.45,0,0,14464.45,0,0,14464.45
both_sexes,2,2021,all_birth_cohorts,8263,8263,8263,8263,8263,0,0,0,0,0,0,16305.98,0,0,16305.98,0,0,16305.98,0,0,16305.98
both_sexes,3,2021,all_birth_cohorts,9054,9054,9054,9054,9054,0,0,0,0,0,0,14881.41,0,0,14881.41,0,0,14881.41,0,0,14881.41
both_sexes,4,2021,all_birth_cohorts,8666,8666,8666,8666,8666,0,0,0,0,0,0,15547.69,0,0,15547.69,0,0,15547.69,0,0,15547.69
both_sexes,5,2021,all_birth_cohorts,8764,8764,8764,8764,8764,0,0,0,0,0,0,15373.84,0,0,15373.84,0,0,15373.84,0,0,15373.84
both_sexes,6,2021,all_birth_cohorts,8185,8185,8185,8185,8185,0,0,0,0,0,0,16461.37,0,0,16461.37,0,0,16461.37,0,0,16461.37
0,all_months,2020,all_birth_cohorts,56223,56220,56223,56223,56223,3,0,0,0,1949.04,401.94,5695.92,0,0,2396.46,0,0,2396.46,0,0,2396.46
0,all_months,2021,all_birth_cohorts,22593,22592,22593,22593,22593,1,0,0,0,1616.72,40.93,9007.8,0,0,5963.63,0,0,5963.63,0,0,5963.63
1,all_months,2020,all_birth_cohorts,70376,70374,70375,70375,70376,2,1,1,0,1038.03,125.71,3749.7,519.01,13.14,2891.71,519.01,13.14,2891.71,0,0,1914.52
1,all_months,2021,all_birth_cohorts,29654,29654,29654,29654,29654,0,0,0,0,0,0,4543.61,0,0,4543.61,0,0,4543.61,0,0,4543.61
both_sexes,all_months,2020,all_birth_cohorts,126599,126594,126598,126598,126599,5,1,1,0,1442.6,468.41,3366.56,288.51,7.3,1607.48,288.51,7.3,1607.48,0,0,1064.28
both_sexes,all_months,2021,all_birth_cohorts,52247,52246,52247,52247,52247,1,0,0,0,699.1,17.7,3895.12,0,0,2578.83,0,0,2578.83,0,0,2578.83
0,all_months,all_years,all_birth_cohorts,78816,78812,78816,78816,78816,4,0,0,0,1853.78,505.09,4746.41,0,0,1709.5,0,0,1709.5,0,0,1709.5
1,all_months,all_years,all_birth_cohorts,100030,100028,100029,100029,100030,2,1,1,0,730.3,88.44,2638.08,365.14,9.24,2034.45,365.14,9.24,2034.45,0,0,1346.96
both_sexes,all_months,all_years,all_birth_cohorts,178846,178840,178845,178845,178846,6,1,1,0,1225.4,449.7,2667.17,204.23,5.17,1137.88,204.23,5.17,1137.88,0,0,753.37
