sex,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
1,all_years,30-39,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08,0,0,112939.08
0,all_years,25-29,443,443,443,443,443,443,443,443,443,443,443,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2,0,0,304145.2
0,all_years,5-11,425,425,425,425,425,425,425,425,425,425,425,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64
0,all_years,40-49,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66,0,0,133138.66
0,all_years,30-39,767,767,767,767,767,767,767,767,767,767,767,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65
1,all_years,60-69,316,316,316,316,316,316,316,256,316,316,316,256,316,0,0,0,0,0,0,1,0,0,0,1,0,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,0,0,426380.77,142675.78,3612.24,794938.57,0,0,426380.77,0,0,426380.77,0,0,426380.77,142675.78,3612.24,794938.57,0,0,426380.77
0,all_years,70-79,118,118,118,118,118,118,118,118,118,118,118,118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24,0,0,1141833.24
1,all_years,18-24,836,836,836,836,836,836,836,836,836,836,836,836,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85,0,0,161167.85
1,all_years,80+,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34,0,0,6416015.34
0,all_years,80+,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72,0,0,425035.72
1,all_years,50-59,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44,0,0,115356.44
1,all_years,40-49,767,767,767,767,767,767,767,767,767,767,767,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65,0,0,175666.65
0,all_years,18-24,181,181,181,181,181,181,181,181,181,181,181,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57,0,0,744399.57
1,all_years,25-29,459,459,459,459,459,459,459,459,459,459,459,459,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19,0,0,293543.19
1,all_years,12-17,397,397,397,397,397,397,397,397,397,397,397,397,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2,0,0,339386.2
0,all_years,12-17,415,415,415,415,415,415,415,415,415,415,415,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84,0,0,324665.84
1,all_years,70-79,207,207,207,207,207,207,207,207,207,207,207,207,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11,0,0,650900.11
0,all_years,60-69,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02,0,0,128811.02
both_sexes,all_years,50-59,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71,0,0,47846.71
both_sexes,all_years,30-39,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02,0,0,68743.02
both_sexes,all_years,25-29,902,902,902,902,902,902,902,902,902,902,902,902,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08,0,0,149375.08
both_sexes,all_years,5-11,425,425,425,425,425,425,425,425,425,425,425,425,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64,0,0,317026.64
both_sexes,all_years,40-49,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11,0,0,75737.11
both_sexes,all_years,60-69,1362,1362,1362,1362,1362,1362,1362,1302,1362,1362,1362,1302,1362,0,0,0,0,0,0,1,0,0,0,1,0,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,0,0,98925.35,28053,710.24,156301.29,0,0,98925.35,0,0,98925.35,0,0,98925.35,28053,710.24,156301.29,0,0,98925.35
both_sexes,all_years,70-79,325,325,325,325,325,325,325,325,325,325,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3,0,0,414573.3
both_sexes,all_years,18-24,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09,0,0,132484.09
both_sexes,all_years,80+,338,338,338,338,338,338,338,338,338,338,338,338,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17,0,0,398628.17
both_sexes,all_years,12-17,812,812,812,812,812,812,812,812,812,812,812,812,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43,0,0,165931.43
0,2021,all_birth_cohorts,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47,0,0,28383.47
1,2021,all_birth_cohorts,4450,4450,4450,4450,4450,4450,4450,4390,4450,4450,4450,4390,4450,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30277.83,0,0,30277.83,0,0,30277.83,0,0,30277.83,0,0,30277.83,0,0,30277.83,8320.05,210.65,46356.33,0,0,30277.83,0,0,30277.83,0,0,30277.83,8320.05,210.65,46356.33,0,0,30277.83
0,2020,all_birth_cohorts,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66,0,0,82914.66
1,2020,all_birth_cohorts,914,914,914,914,914,914,914,914,914,914,914,914,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92,0,0,147413.92
both_sexes,2021,all_birth_cohorts,9197,9197,9197,9197,9197,9197,9197,9137,9197,9197,9197,9137,9197,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14650.03,0,0,14650.03,0,0,14650.03,0,0,14650.03,0,0,14650.03,0,0,14650.03,3997.48,101.21,22272.55,0,0,14650.03,0,0,14650.03,0,0,14650.03,3997.48,101.21,22272.55,0,0,14650.03
both_sexes,2020,all_birth_cohorts,2539,2539,2539,2539,2539,2539,2539,2539,2539,2539,2539,2539,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69,0,0,53066.69
0,all_years,all_birth_cohorts,6372,6372,6372,6372,6372,6372,6372,6372,6372,6372,6372,6372,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06,0,0,21145.06
1,all_years,all_birth_cohorts,5364,5364,5364,5364,5364,5364,5364,5304,5364,5364,5364,5304,5364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25118.63,0,0,25118.63,0,0,25118.63,0,0,25118.63,0,0,25118.63,0,0,25118.63,6886.31,174.35,38368.08,0,0,25118.63,0,0,25118.63,0,0,25118.63,6886.31,174.35,38368.08,0,0,25118.63
both_sexes,all_years,all_birth_cohorts,11736,11736,11736,11736,11736,11736,11736,11676,11736,11736,11736,11676,11736,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11480.6,0,0,11480.6,0,0,11480.6,0,0,11480.6,0,0,11480.6,0,0,11480.6,3128.21,79.2,17429.28,0,0,11480.6,0,0,11480.6,0,0,11480.6,3128.21,79.2,17429.28,0,0,11480.6
