sex,month,year,Ageband,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,February,2021,0-4,980,980,980,980,980,980,980,980,980,980,980,980,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04,0,0,137486.04
0,March,2021,0-4,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94,0,0,124180.94
0,April,2021,0-4,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16,0,0,129554.16
0,May,2021,0-4,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,June,2021,0-4,930,930,930,930,930,930,930,930,930,930,930,930,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77,0,0,144877.77
1,January,2020,0-4,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73,0,0,105592.73
1,February,2020,0-4,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41,0,0,113414.41
1,March,2020,0-4,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32,0,0,108658.32
1,April,2020,0-4,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32,0,0,114183.32
1,May,2020,0-4,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44,0,0,111444.44
1,June,2020,0-4,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25
1,July,2020,0-4,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96,0,0,113509.96
1,August,2020,0-4,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18
1,September,2020,0-4,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76
1,October,2020,0-4,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18
1,November,2020,0-4,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76,0,0,118189.76
1,December,2020,0-4,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18,0,0,114377.18
1,January,2021,0-4,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25,0,0,115159.25
1,February,2021,0-4,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36,0,0,130054.36
1,March,2021,0-4,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46,0,0,117468.46
