sex,month,year,Ageband,type_vax_1,history_covid,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b,IR_MIS_narrow,lb_MIS_narrow,ub_MIS_narrow,IR_KD_narrow,lb_KD_narrow,ub_KD_narrow,IR_MIS_KD_narrow,lb_MIS_KD_narrow,ub_MIS_KD_narrow,IR_MIS_broad,lb_MIS_broad,ub_MIS_broad,IR_KD_broad,lb_KD_broad,ub_KD_broad,IR_MIS_KD_broad,lb_MIS_KD_broad,ub_MIS_KD_broad,IR_MYOCARD_narrow,lb_MYOCARD_narrow,ub_MYOCARD_narrow,IR_MYOCARD_possible,lb_MYOCARD_possible,ub_MYOCARD_possible,IR_Myocardalone_narrow,lb_Myocardalone_narrow,ub_Myocardalone_narrow,IR_Myocardalone_possible,lb_Myocardalone_possible,ub_Myocardalone_possible,IR_PERICARD_narrow,lb_PERICARD_narrow,ub_PERICARD_narrow,IR_PERICARD_possible,lb_PERICARD_possible,ub_PERICARD_possible
0,April,2021,60-69,AstraZeneca,1,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96,0,0,5858100.96
0,May,2021,60-69,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,June,2021,60-69,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,May,2021,60-69,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,June,2021,60-69,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
1,April,2021,70-79,Pfizer,0,201,201,201,201,201,201,201,201,201,201,201,201,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96,0,0,670329.96
1,May,2021,70-79,Pfizer,0,856,856,856,856,856,856,856,856,856,856,856,856,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25,0,0,157402.25
1,June,2021,70-79,Pfizer,0,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23,0,0,107445.23
1,March,2021,70-79,AstraZeneca,0,70,70,70,70,70,70,70,70,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6,0,0,1924804.6
1,April,2021,70-79,AstraZeneca,0,764,764,764,764,764,764,764,764,764,764,764,764,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44,0,0,176356.44
1,May,2021,70-79,AstraZeneca,0,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02,0,0,130180.02
1,June,2021,70-79,AstraZeneca,0,990,990,990,990,990,990,990,990,990,990,990,990,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3,0,0,136097.3
1,January,2021,70-79,Pfizer,0,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13,0,0,8421020.13
1,February,2021,70-79,Pfizer,0,39,39,39,39,39,39,39,39,39,39,39,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49,0,0,3454777.49
1,March,2021,70-79,Pfizer,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,May,2021,70-79,Pfizer,0,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63,0,0,125219.63
0,June,2021,70-79,Pfizer,0,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47,0,0,86591.47
0,March,2021,70-79,AstraZeneca,0,55,55,55,55,55,55,55,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31,0,0,2449751.31
0,April,2021,70-79,AstraZeneca,0,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93,0,0,131835.93
0,May,2021,70-79,AstraZeneca,0,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44,0,0,88005.44
0,June,2021,70-79,AstraZeneca,0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21,0,0,89824.21
0,April,2021,70-79,Pfizer,0,170,170,170,170,170,170,170,170,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6,0,0,792566.6
1,March,2021,70-79,Moderna,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21,0,0,13473632.21
1,April,2021,70-79,Moderna,0,168,168,168,168,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92,0,0,802001.92
1,May,2021,70-79,Moderna,0,235,235,235,235,235,235,235,235,235,235,235,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05,0,0,573346.05
1,June,2021,70-79,Moderna,0,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34,0,0,561401.34
1,April,2021,70-79,J&J,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
1,May,2021,70-79,J&J,0,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
1,June,2021,70-79,J&J,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,April,2021,70-79,Pfizer,1,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
0,May,2021,70-79,Pfizer,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
0,June,2021,70-79,Pfizer,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,April,2021,70-79,J&J,0,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023,0,0,9624023
0,May,2021,70-79,J&J,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
0,June,2021,70-79,J&J,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,April,2021,70-79,Moderna,0,109,109,109,109,109,109,109,109,109,109,109,109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05,0,0,1236113.05
0,May,2021,70-79,Moderna,0,236,236,236,236,236,236,236,236,236,236,236,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62,0,0,570916.62
0,June,2021,70-79,Moderna,0,230,230,230,230,230,230,230,230,230,230,230,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1,0,0,585810.1
0,March,2021,70-79,Moderna,0,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45,0,0,14970702.45
1,April,2021,70-79,AstraZeneca,1,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88,0,0,5389452.88
1,May,2021,70-79,AstraZeneca,1,31,31,31,31,31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97,0,0,4346332.97
1,June,2021,70-79,AstraZeneca,1,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74,0,0,4491210.74
0,April,2021,80+,Pfizer,0,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89,0,0,49335.89
0,May,2021,80+,Pfizer,0,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46,0,0,38728.46
0,June,2021,80+,Pfizer,0,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97,0,0,39992.97
0,March,2021,80+,Pfizer,0,805,805,805,805,805,805,805,805,805,805,805,805,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31,0,0,167374.31
1,March,2021,80+,Pfizer,0,627,627,627,627,618,627,618,627,627,627,627,627,627,0,0,0,1,0,1,0,0,0,0,0,0,0,0,214890.47,0,0,214890.47,0,0,214890.47,59101.94,1496.33,329294.94,0,0,214890.47,59101.94,1496.33,329294.94,0,0,214890.47,0,0,214890.47,0,0,214890.47,0,0,214890.47,0,0,214890.47,0,0,214890.47
1,April,2021,80+,Pfizer,0,1996,1996,1996,1996,1991,1996,1991,1996,1996,1996,1996,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67503.17,0,0,67503.17,0,0,67503.17,0,0,67672.69,0,0,67503.17,0,0,67672.69,0,0,67503.17,0,0,67503.17,0,0,67503.17,0,0,67503.17,0,0,67503.17,0,0,67503.17
1,May,2021,80+,Pfizer,0,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38,0,0,49426.38
1,June,2021,80+,Pfizer,0,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11,0,0,51623.11
0,February,2021,80+,Pfizer,0,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
1,January,2021,80+,Pfizer,0,127,127,127,127,127,127,127,127,127,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92,0,0,1060915.92
0,April,2021,80+,Pfizer,1,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61,0,0,3742675.61
0,May,2021,80+,Pfizer,1,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48,0,0,2173166.48
0,June,2021,80+,Pfizer,1,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37,0,0,2245605.37
0,March,2021,80+,Moderna,0,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23,0,0,7485351.23
0,April,2021,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,May,2021,80+,Moderna,0,93,93,93,93,93,93,93,93,93,93,93,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66,0,0,1448777.66
0,June,2021,80+,Moderna,0,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25,0,0,1497070.25
0,January,2021,80+,Pfizer,0,47,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26,0,0,2866730.26
1,February,2021,80+,Pfizer,0,140,140,140,140,140,140,140,140,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3,0,0,962402.3
both_sexes,June,2021,12-17,Pfizer,0,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07,0,0,1418277.07
both_sexes,June,2021,12-17,Pfizer,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52,0,0,33684080.52
both_sexes,April,2021,12-17,Pfizer,0,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1,0,0,6736816.1
both_sexes,May,2021,12-17,Pfizer,0,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26,0,0,16842040.26
both_sexes,June,2021,18-24,Pfizer,0,483,483,483,483,483,483,483,483,483,483,483,483,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19,0,0,278957.19
both_sexes,January,2021,18-24,Pfizer,0,73,73,73,73,73,73,73,73,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04,0,0,1845703.04
both_sexes,February,2021,18-24,Pfizer,0,113,113,113,113,113,113,113,113,113,113,113,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83,0,0,1192356.83
both_sexes,March,2021,18-24,Pfizer,0,155,155,155,155,155,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59,0,0,869266.59
both_sexes,April,2021,18-24,Pfizer,0,150,150,150,150,150,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15,0,0,898242.15
