sex,ageband_at_study_entry,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
1,70-79,2020-09,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-10,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,3565,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-11,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,3450,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-12,3482,3482,3482,3482,3482,3482,3482,3482,3482,3482,3482,3482,3482,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-01,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-02,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-03,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,3215,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-04,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,1857,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-01,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-02,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,4091,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-03,4337,4337,4337,4337,4337,4337,4337,4337,4337,4337,4337,4337,4337,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-04,4107,4107,4107,4107,4107,4107,4107,4107,4107,4107,4107,4107,4107,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-05,4193,4193,4193,4193,4192,4193,4192,4193,4193,4193,4193,4193,4193,0,0,0,1,0,1,0,0,0,0,0,0
0,70-79,2020-06,4026,4026,4026,4026,4026,4026,4026,4026,4026,4026,4026,4026,4026,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-07,4111,4111,4111,4111,4111,4111,4111,4111,4111,4111,4111,4111,4111,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-08,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,4090,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-09,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,3923,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-10,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,3983,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-11,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,3834,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-12,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-01,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,3856,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-02,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-03,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-04,2258,2258,2258,2258,2258,2258,2258,2258,2258,2258,2258,2258,2258,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-05,877,877,877,877,867,877,867,877,877,877,877,877,877,0,0,0,1,0,1,0,0,0,0,0,0
0,70-79,2021-06,316,316,316,316,286,316,286,316,316,316,316,316,316,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-05,750,750,750,750,750,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-06,300,300,300,300,300,300,300,300,300,300,300,300,300,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-01,4382,4382,4382,4382,4351,4382,4351,4382,4382,4382,4382,4382,4382,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-02,4089,4089,4089,4089,4060,4089,4060,4089,4089,4089,4089,4089,4089,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-03,4353,4353,4353,4353,4322,4353,4322,4353,4353,4353,4353,4353,4353,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-04,4171,4171,4171,4171,4141,4171,4141,4171,4171,4171,4171,4171,4171,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-05,4228,4228,4228,4228,4197,4228,4197,4228,4228,4228,4228,4228,4228,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-06,4017,4017,4017,4017,3987,4017,3987,4017,4017,4017,4017,4017,4017,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-07,4113,4113,4113,4113,4082,4113,4082,4113,4113,4113,4113,4113,4113,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-08,4092,4092,4092,4092,4061,4092,4061,4092,4092,4092,4092,4092,4092,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-09,3960,3960,3960,3960,3930,3960,3930,3960,3960,3960,3960,3960,3960,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-10,4091,4091,4091,4091,4060,4091,4060,4091,4091,4091,4091,4091,4091,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-11,3930,3930,3930,3930,3900,3930,3900,3930,3930,3930,3930,3930,3930,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2020-12,4045,4045,4045,4045,4014,4045,4014,4045,4045,4045,4045,4045,4045,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-01,3965,3965,3965,3965,3934,3965,3934,3965,3965,3965,3965,3965,3965,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-02,3489,3489,3489,3489,3461,3489,3461,3489,3489,3489,3489,3489,3489,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-03,3044,3044,3044,3044,3017,3044,3017,3044,3044,3044,3044,3044,3044,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-04,973,973,973,973,973,973,973,973,973,973,973,973,973,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-01,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,3324,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-02,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,3029,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-03,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-04,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,3030,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-05,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,3100,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-06,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-07,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,3067,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-08,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,2993,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-09,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,2847,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-10,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,2876,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-11,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2020-12,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,2711,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-01,2552,2552,2552,2552,2552,2552,2552,2552,2552,2552,2552,2552,2552,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-02,2261,2261,2261,2261,2261,2261,2261,2261,2261,2261,2261,2261,2261,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-03,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-04,709,709,709,709,709,709,709,709,709,709,709,709,709,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-05,412,412,412,412,412,412,412,412,412,412,412,412,412,0,0,0,0,0,0,0,0,0,0,0,0
0,80+,2021-06,355,355,355,355,355,355,355,355,355,355,355,355,355,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-05,188,188,188,188,188,188,188,188,188,188,188,188,188,0,0,0,0,0,0,0,0,0,0,0,0
1,80+,2021-06,156,156,156,156,156,156,156,156,156,156,156,156,156,0,0,0,0,0,0,0,0,0,0,0,0
