sex,dose,type_vax,month,Ageband,Persontime,Persontime_B_COAGDIS_AESI,Persontime_B_DIC_AESI,Persontime_B_HAEMOPHAGOLYNPHOHISTIO_AESI,Persontime_B_ITP_AESI,Persontime_B_TTS_AESI,Persontime_C_ARRH_AESI,Persontime_C_CAD_AESI,Persontime_C_MYOCARD_AESI,Persontime_C_PERICARD_AESI,Persontime_D_LIVERACUTE_AESI,Persontime_D_PANCRACUTE_AESI,Persontime_E_DM1_AESI,Persontime_E_THYROIDAUTOIMM_AESI,Persontime_E_THYROIDSUBACUTE_AESI,Persontime_G_KIACUTE_AESI,Persontime_Im_KAWASAKI_AESI,Persontime_M_RHABDOMYOLISIS_AESI,Persontime_N_ADEM_AESI,Persontime_N_BELLP_AESI,Persontime_N_CONVULGEN_AESI,Persontime_N_CVST_AESI,Persontime_N_GBS_AESI,Persontime_N_HEARINGLOSS_AESI,Persontime_N_MENINGOENC_AESI,Persontime_N_MYELITISTRANSV_AESI,Persontime_N_NARCOLEPSY_AESI,Persontime_N_STROKEHEMO_AESI,Persontime_O_DEATHSUDDEN_AESI,Persontime_O_MIS_AESI,Persontime_R_ARDS_AESI,Persontime_Sk_ERYTHMULTI_AESI,Persontime_Sk_SCAR_AESI,Persontime_SO_ANOSMIAAGEUSIA_AESI,Persontime_V_CHILBLAIN_AESI,Persontime_V_MICROANGIO_AESI,Persontime_V_THROMBOSISARTERIALALGOR_AESI,Persontime_V_VASCULITISSINGLEORG_AESI,Persontime_V_VTEALGORITHM_AESI,Persontime_C_VALVULAR_COV,Persontime_D_DIVERTICULITIS_AESI,Persontime_D_GALLSTONES_COV,Persontime_D_LIVERCIRRHOSIS_COV,Persontime_E_GOUT_COV,Persontime_G_UTI_COV,Persontime_I_CLOSTRIDIUMD_COV,Persontime_I_INFLUENZA_COV,Persontime_Im_SJOGRENS_COV,Persontime_M_FRACTURES_COV,Persontime_M_OSTEOARTHRITIS_COV,Persontime_M_OSTEOMYELITIS_COV,Persontime_M_REACTIVEARTHRITIS_COV,Persontime_Ment_ORGPSYCHOSIS_COV,Persontime_N_TRIGEMINALNEURALGIA_COV,Persontime_SO_CONJUNCTIVITIS_COV,Persontime_SO_OTITISEXT_COV,Persontime_V_RENOVASCULAR_COV,B_COAGDIS_AESI_b,B_DIC_AESI_b,B_HAEMOPHAGOLYNPHOHISTIO_AESI_b,B_ITP_AESI_b,B_TTS_AESI_b,C_ARRH_AESI_b,C_CAD_AESI_b,C_MYOCARD_AESI_b,C_PERICARD_AESI_b,D_LIVERACUTE_AESI_b,D_PANCRACUTE_AESI_b,E_DM1_AESI_b,E_THYROIDAUTOIMM_AESI_b,E_THYROIDSUBACUTE_AESI_b,G_KIACUTE_AESI_b,Im_KAWASAKI_AESI_b,M_RHABDOMYOLISIS_AESI_b,N_ADEM_AESI_b,N_BELLP_AESI_b,N_CONVULGEN_AESI_b,N_CVST_AESI_b,N_GBS_AESI_b,N_HEARINGLOSS_AESI_b,N_MENINGOENC_AESI_b,N_MYELITISTRANSV_AESI_b,N_NARCOLEPSY_AESI_b,N_STROKEHEMO_AESI_b,O_DEATHSUDDEN_AESI_b,O_MIS_AESI_b,R_ARDS_AESI_b,Sk_ERYTHMULTI_AESI_b,Sk_SCAR_AESI_b,SO_ANOSMIAAGEUSIA_AESI_b,V_CHILBLAIN_AESI_b,V_MICROANGIO_AESI_b,V_THROMBOSISARTERIALALGOR_AESI_b,V_VASCULITISSINGLEORG_AESI_b,V_VTEALGORITHM_AESI_b,C_VALVULAR_COV_b,D_DIVERTICULITIS_AESI_b,D_GALLSTONES_COV_b,D_LIVERCIRRHOSIS_COV_b,E_GOUT_COV_b,G_UTI_COV_b,I_CLOSTRIDIUMD_COV_b,I_INFLUENZA_COV_b,Im_SJOGRENS_COV_b,M_FRACTURES_COV_b,M_OSTEOARTHRITIS_COV_b,M_OSTEOMYELITIS_COV_b,M_REACTIVEARTHRITIS_COV_b,Ment_ORGPSYCHOSIS_COV_b,N_TRIGEMINALNEURALGIA_COV_b,SO_CONJUNCTIVITIS_COV_b,SO_OTITISEXT_COV_b,V_RENOVASCULAR_COV_b,Persontime_Im_ANAPHYLAXIS_AESI,Im_ANAPHYLAXIS_AESI_b
F,0,,2020-03,0-4,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3906,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3906,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937,0
F,0,,2020-03,12-17,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5936,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,0
F,0,,2020-03,18-24,6367,6367,6367,6367,6367,6367,6336,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6333,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6367,6336,6367,6367,6367,6367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367,0
F,0,,2020-03,25-29,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5668,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5668,5730,5730,5699,5730,5730,5699,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,5730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5730,0
F,0,,2020-03,30-39,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12632,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12770,12377,12770,12770,12739,12770,12770,12708,12770,12770,12770,12770,12770,12770,12770,12770,12739,12770,12770,12770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12770,0
F,0,,2020-03,40-49,19338,19307,19338,19338,19338,19307,19307,19338,19338,19338,19338,19338,19338,19171,19338,19338,19338,19338,19338,19338,19307,19307,19338,19338,19338,19338,19338,19338,19338,19338,19338,19338,19338,19338,19338,19338,19307,19338,18294,19338,19338,19121,19307,19338,19307,19338,19338,19307,19276,19338,19338,19338,19338,19338,19307,19338,19338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19338,0
F,0,,2020-03,5-11,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6467,6405,6467,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6467,0
F,0,,2020-03,50-59,19858,19796,19858,19858,19858,19796,19796,19796,19858,19858,19858,19858,19858,19658,19858,19796,19858,19858,19858,19858,19858,19858,19858,19858,19858,19858,19858,19827,19858,19858,19858,19858,19858,19858,19858,19858,19796,19858,18683,19796,19858,19827,19858,19858,19827,19858,19858,19796,19834,19827,19858,19858,19858,19858,19796,19858,19858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19858,0
F,0,,2020-03,60-69,15305,15274,15305,15305,15274,15305,15243,15305,15305,15305,15305,15274,15305,15274,15305,15274,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,15305,13979,15274,15305,15243,15305,15305,15305,15305,15305,15305,15305,15165,15305,15305,15305,15305,15274,15305,15305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15305,0
F,0,,2020-03,70-79,13801,13646,13801,13801,13801,13677,13646,13646,13801,13770,13801,13739,13801,13797,13801,13801,13801,13801,13801,13801,13801,13801,13801,13801,13801,13801,13801,13770,13801,13801,13801,13801,13801,13801,13801,13801,13646,13801,11948,13770,13801,13689,13739,13801,13739,13801,13788,13801,13592,13631,13801,13801,13801,13801,13801,13801,13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13801,0
F,0,,2020-03,80+,13444,13196,13444,13444,13444,13196,12979,13382,13444,13444,13444,13360,13444,13417,13444,13320,13444,13444,13444,13444,13382,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13444,13072,13444,11047,13351,13413,13298,13444,13413,13289,13444,13413,13444,13186,13320,13444,13444,13444,13444,13444,13444,13444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13444,0
F,0,,2020-04,0-4,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3640,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3640,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3670,0
F,0,,2020-04,12-17,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5674,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704,0
F,0,,2020-04,18-24,6204,6204,6204,6204,6204,6204,6174,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6144,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6204,6188,6204,6204,6204,6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6204,0
F,0,,2020-04,25-29,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5406,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5413,5466,5466,5436,5466,5466,5436,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,5466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5466,0
F,0,,2020-04,30-39,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12162,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,12282,11858,12282,12282,12252,12282,12282,12222,12282,12282,12282,12282,12282,12282,12282,12282,12252,12282,12282,12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12282,0
F,0,,2020-04,40-49,18624,18594,18624,18624,18624,18594,18594,18624,18624,18624,18624,18624,18624,18414,18624,18624,18624,18624,18624,18624,18594,18594,18624,18624,18624,18624,18624,18624,18624,18624,18624,18624,18624,18624,18624,18624,18594,18624,17558,18624,18624,18414,18594,18624,18594,18624,18624,18594,18564,18624,18624,18624,18624,18624,18594,18624,18624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18624,0
F,0,,2020-04,5-11,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6312,6252,6312,6312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6312,0
F,0,,2020-04,50-59,19333,19273,19333,19333,19333,19273,19273,19273,19333,19333,19333,19333,19333,19123,19333,19273,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19333,19303,19333,19333,19333,19333,19333,19333,19333,19333,19273,19333,18166,19273,19333,19303,19333,19333,19303,19333,19333,19273,19303,19303,19333,19333,19333,19333,19273,19333,19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19333,0
F,0,,2020-04,60-69,14838,14808,14838,14838,14808,14838,14761,14838,14838,14838,14838,14808,14838,14808,14838,14808,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,14838,13542,14808,14838,14778,14838,14838,14838,14838,14838,14838,14838,14718,14838,14838,14838,14838,14808,14838,14838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14838,0
F,0,,2020-04,70-79,13421,13271,13421,13421,13421,13301,13271,13271,13421,13391,13421,13361,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13421,13391,13421,13421,13421,13421,13421,13421,13421,13421,13271,13421,11487,13391,13421,13301,13361,13421,13361,13421,13391,13421,13211,13241,13421,13421,13421,13421,13421,13421,13421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13421,0
F,0,,2020-04,80+,12944,12704,12944,12944,12944,12704,12494,12884,12944,12944,12944,12854,12915,12914,12944,12824,12944,12944,12944,12944,12884,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12944,12584,12944,10415,12854,12914,12794,12944,12914,12794,12944,12914,12944,12704,12824,12944,12944,12944,12944,12944,12944,12944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12944,0
F,0,,2020-05,0-4,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3743,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3743,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774,0
F,0,,2020-05,12-17,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5726,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,5757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757,0
F,0,,2020-05,18-24,6461,6461,6461,6461,6461,6461,6430,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6399,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461,0
F,0,,2020-05,25-29,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5601,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5595,5663,5663,5632,5663,5663,5632,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5663,0
F,0,,2020-05,30-39,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12554,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12678,12213,12678,12678,12647,12678,12678,12616,12678,12678,12678,12678,12678,12678,12678,12678,12647,12678,12678,12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12678,0
F,0,,2020-05,40-49,19144,19113,19144,19144,19144,19113,19113,19144,19144,19144,19144,19144,19144,18921,19144,19144,19144,19144,19144,19144,19113,19113,19144,19144,19144,19144,19144,19144,19144,19144,19144,19144,19144,19144,19144,19144,19113,19144,18059,19144,19144,18927,19113,19144,19113,19144,19144,19113,19082,19144,19144,19144,19144,19144,19113,19144,19144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19144,0
F,0,,2020-05,5-11,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6542,6480,6542,6542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,0
F,0,,2020-05,50-59,20089,20027,20089,20089,20089,20027,20017,20027,20089,20089,20089,20089,20089,19872,20089,20027,20089,20089,20089,20089,20089,20089,20089,20089,20089,20089,20089,20058,20089,20089,20089,20089,20089,20089,20089,20089,20027,20089,18835,20027,20089,20058,20089,20089,20058,20089,20089,20027,20058,20058,20089,20089,20089,20089,20027,20089,20089,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20089,0
F,0,,2020-05,60-69,15342,15309,15342,15342,15311,15342,15249,15342,15342,15342,15342,15311,15342,15311,15342,15311,15342,15342,15342,15342,15342,15342,15342,15342,15342,15342,15342,15340,15342,15342,15342,15342,15342,15342,15342,15342,15342,15342,13982,15311,15342,15280,15342,15342,15342,15342,15342,15342,15342,15218,15342,15342,15342,15342,15311,15342,15342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15342,0
F,0,,2020-05,70-79,13907,13724,13907,13907,13907,13783,13752,13752,13907,13876,13907,13844,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13907,13848,13907,13907,13907,13907,13907,13907,13907,13907,13752,13907,11865,13876,13907,13783,13845,13907,13867,13907,13876,13907,13690,13721,13907,13907,13907,13907,13907,13907,13907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13907,0
F,0,,2020-05,80+,13380,13114,13380,13380,13380,13114,12888,13305,13380,13380,13380,13287,13349,13349,13380,13248,13380,13380,13380,13380,13318,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,13380,12995,13380,10569,13287,13349,13225,13380,13349,13225,13372,13349,13380,13120,13256,13380,13380,13380,13380,13380,13380,13380,2,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13380,0
F,0,,2020-06,0-4,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3600,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3600,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0
F,0,,2020-06,12-17,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5547,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5577,0
F,0,,2020-06,18-24,6264,6264,6264,6264,6264,6264,6234,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6194,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,0
F,0,,2020-06,25-29,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5362,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5328,5418,5418,5388,5418,5418,5388,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,0
F,0,,2020-06,30-39,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12060,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,12184,11734,12184,12184,12154,12184,12184,12124,12184,12184,12184,12184,12184,12184,12184,12184,12154,12184,12184,12184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12184,0
F,0,,2020-06,40-49,18451,18421,18451,18451,18451,18421,18421,18451,18451,18451,18451,18451,18451,18211,18451,18451,18451,18451,18451,18451,18421,18421,18451,18451,18451,18451,18451,18451,18451,18451,18451,18451,18451,18451,18451,18451,18421,18451,17380,18451,18451,18241,18421,18451,18421,18451,18451,18423,18391,18451,18451,18451,18451,18451,18423,18451,18451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18451,0
