sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
F,0,,0,March,5-11,6771,2019
F,0,,0,April,5-11,6505,2019
F,0,,0,May,5-11,6726,2019
F,0,,0,June,5-11,6502,2019
F,0,,0,July,5-11,6800,2019
F,0,,0,August,5-11,6732,2019
F,0,,0,September,5-11,6336,2019
F,0,,0,October,5-11,6471,2019
F,0,,0,November,5-11,6296,2019
F,0,,0,December,5-11,6479,2019
F,1,moderna,0,June,18-24,204,2021
M,1,astrazeneca,0,May,60-69,1150,2021
M,1,astrazeneca,0,June,60-69,2022,2021
F,1,astrazeneca,0,March,30-39,568,2021
F,1,astrazeneca,0,April,30-39,659,2021
F,1,astrazeneca,0,May,30-39,467,2021
F,2,astrazeneca,0,May,30-39,215,2021
F,2,astrazeneca,0,June,30-39,536,2021
F,0,,0,March,25-29,4713,2021
F,0,,0,April,25-29,4465,2021
F,2,pfizer,0,May,70-79,932,2021
F,2,pfizer,0,June,70-79,2555,2021
M,0,,0,June,60-69,3511,2021
M,1,astrazeneca,0,April,70-79,2898,2021
M,1,astrazeneca,0,May,70-79,4241,2021
M,1,astrazeneca,0,June,70-79,3495,2021
M,2,astrazeneca,0,June,70-79,638,2021
M,0,,0,May,80+,612,2021
M,0,,0,June,80+,570,2021
M,0,,1,December,50-59,127,2020
M,0,,1,January,50-59,264,2021
M,0,,1,February,50-59,459,2021
M,0,,1,March,50-59,638,2021
M,0,,1,April,50-59,650,2021
M,0,,1,May,50-59,543,2021
M,0,,1,June,50-59,460,2021
M,1,pfizer,0,March,80+,1460,2021
M,0,,0,May,70-79,2812,2021
M,1,moderna,0,May,70-79,290,2021
M,1,moderna,0,June,70-79,149,2021
F,0,,0,May,25-29,4391,2021
F,0,,0,June,25-29,3937,2021
M,1,janssen,0,May,60-69,256,2021
M,1,janssen,0,June,60-69,956,2021
F,1,pfizer,0,May,60-69,1563,2021
M,1,astrazeneca,0,March,70-79,210,2021
F,1,moderna,0,March,60-69,44,2021
F,1,moderna,0,April,60-69,312,2021
F,2,moderna,0,April,60-69,80,2021
F,2,moderna,0,May,60-69,355,2021
F,2,moderna,0,June,60-69,587,2021
M,1,pfizer,0,June,70-79,1642,2021
M,1,moderna,0,June,40-49,474,2021
F,1,astrazeneca,0,March,70-79,203,2021
M,1,pfizer,0,June,80+,1852,2021
M,0,,0,January,12-17,6801,2019
M,0,,0,February,12-17,6175,2019
M,0,,0,March,12-17,6922,2019
M,0,,0,April,12-17,6810,2019
M,1,moderna,0,May,30-39,150,2021
M,2,moderna,0,June,30-39,189,2021
F,0,,0,June,70-79,1629,2021
F,1,moderna,0,June,30-39,549,2021
F,1,pfizer,0,June,18-24,790,2021
M,1,moderna,0,April,60-69,294,2021
M,1,moderna,0,May,60-69,414,2021
M,2,moderna,0,May,60-69,441,2021
M,2,moderna,0,June,60-69,662,2021
M,0,,0,October,12-17,7401,2020
M,0,,0,November,12-17,7245,2020
M,0,,0,December,12-17,7259,2020
M,0,,0,January,12-17,7247,2021
M,0,,0,February,12-17,6554,2021
M,0,,0,March,12-17,7167,2021
M,0,,0,April,12-17,6982,2021
M,0,,0,May,12-17,7170,2021
M,0,,0,June,12-17,6739,2021
F,1,pfizer,0,February,30-39,165,2021
F,1,pfizer,0,March,30-39,319,2021
F,2,pfizer,0,March,30-39,321,2021
F,2,pfizer,0,April,30-39,449,2021
F,2,pfizer,0,May,30-39,528,2021
F,2,pfizer,0,June,30-39,612,2021
F,1,pfizer,0,June,80+,2512,2021
F,0,,1,November,12-17,35,2020
F,0,,1,December,12-17,94,2020
F,0,,1,January,12-17,150,2021
F,0,,1,February,12-17,120,2021
F,0,,1,March,12-17,137,2021
F,0,,1,April,12-17,150,2021
F,0,,1,May,12-17,155,2021
F,0,,1,June,12-17,146,2021
M,1,pfizer,0,May,50-59,1001,2021
F,1,astrazeneca,0,May,60-69,1503,2021
F,1,astrazeneca,0,June,60-69,1998,2021
M,1,pfizer,0,January,30-39,131,2021
M,2,pfizer,0,January,30-39,15,2021
M,2,pfizer,0,February,30-39,157,2021
M,2,pfizer,0,March,30-39,253,2021
M,2,pfizer,0,April,30-39,247,2021
M,2,pfizer,0,May,30-39,303,2021
M,2,pfizer,0,June,30-39,430,2021
M,1,pfizer,0,January,70-79,89,2021
M,1,pfizer,0,February,70-79,23,2021
M,2,pfizer,0,February,70-79,128,2021
M,2,pfizer,0,March,70-79,176,2021
M,2,pfizer,0,April,70-79,193,2021
M,0,,0,May,12-17,7133,2019
M,0,,0,June,12-17,6954,2019
M,0,,0,July,12-17,7260,2019
M,0,,0,August,12-17,7238,2019
M,0,,0,September,12-17,6956,2019
M,0,,0,October,12-17,7199,2019
M,0,,0,November,12-17,6982,2019
M,0,,0,December,12-17,7282,2019
M,0,,0,January,12-17,7338,2020
M,0,,0,February,12-17,6933,2020
M,0,,0,March,12-17,7423,2020
M,0,,0,April,12-17,7139,2020
M,0,,0,May,12-17,7284,2020
M,0,,0,June,12-17,7009,2020
M,0,,0,July,12-17,7210,2020
M,0,,0,August,12-17,7173,2020
M,0,,0,September,12-17,6998,2020
M,1,pfizer,0,March,60-69,202,2021
M,1,pfizer,0,April,60-69,238,2021
M,1,moderna,0,June,25-29,64,2021
M,1,pfizer,0,January,50-59,145,2021
M,1,pfizer,0,February,50-59,132,2021
M,2,pfizer,0,February,50-59,185,2021
M,2,pfizer,0,March,50-59,395,2021
M,2,pfizer,0,April,50-59,493,2021
M,2,pfizer,0,May,50-59,620,2021
M,2,pfizer,0,June,50-59,779,2021
M,0,,0,June,70-79,1414,2021
F,1,astrazeneca,0,February,50-59,124,2021
F,1,astrazeneca,0,March,50-59,973,2021
F,1,astrazeneca,0,April,50-59,1157,2021
F,1,astrazeneca,0,May,50-59,1006,2021
F,2,astrazeneca,0,May,50-59,248,2021
F,2,astrazeneca,0,June,50-59,935,2021
F,1,moderna,0,May,60-69,401,2021
F,1,moderna,0,June,60-69,299,2021
M,1,astrazeneca,0,March,50-59,694,2021
M,1,astrazeneca,0,April,50-59,855,2021
M,1,astrazeneca,0,May,50-59,790,2021
M,1,astrazeneca,0,June,50-59,503,2021
M,2,astrazeneca,0,June,50-59,579,2021
F,1,moderna,0,May,18-24,114,2021
F,1,pfizer,0,January,30-39,159,2021
F,1,pfizer,0,April,30-39,245,2021
F,1,pfizer,0,May,30-39,356,2021
F,1,pfizer,0,June,25-29,474,2021
M,1,pfizer,0,May,30-39,283,2021
M,1,pfizer,0,June,30-39,1275,2021
M,0,,1,October,30-39,45,2020
M,0,,1,November,30-39,137,2020
M,0,,1,December,30-39,220,2020
M,1,pfizer,0,March,50-59,246,2021
F,0,,1,April,5-11,304,2021
F,0,,1,May,5-11,341,2021
F,0,,1,June,5-11,330,2021
F,2,pfizer,0,June,60-69,1292,2021
M,1,janssen,0,June,70-79,389,2021
F,1,astrazeneca,0,March,40-49,1057,2021
F,1,astrazeneca,0,April,40-49,1268,2021
F,2,astrazeneca,0,May,40-49,436,2021
F,2,astrazeneca,0,June,40-49,913,2021
M,1,moderna,0,March,60-69,109,2021
M,1,moderna,0,June,60-69,354,2021
F,1,pfizer,0,April,70-79,509,2021
M,0,,1,November,18-24,50,2020
M,0,,1,December,18-24,186,2020
M,0,,1,January,18-24,250,2021
M,0,,1,February,18-24,296,2021
M,0,,1,March,18-24,408,2021
M,0,,1,April,18-24,420,2021
M,0,,1,May,18-24,421,2021
M,0,,1,June,18-24,346,2021
F,1,pfizer,1,May,40-49,109,2021
F,1,pfizer,1,June,40-49,212,2021
F,0,,1,November,60-69,73,2020
F,0,,1,December,60-69,184,2020
F,0,,1,January,60-69,393,2021
F,0,,1,February,60-69,437,2021
F,0,,1,March,60-69,501,2021
F,0,,1,April,60-69,482,2021
F,0,,1,May,60-69,400,2021
F,1,janssen,1,May,60-69,2,2021
F,1,janssen,1,June,60-69,66,2021
M,1,astrazeneca,0,February,30-39,38,2021
M,1,astrazeneca,0,March,30-39,257,2021
M,1,astrazeneca,0,April,30-39,300,2021
M,1,astrazeneca,0,May,30-39,233,2021
M,2,astrazeneca,0,May,30-39,77,2021
M,2,astrazeneca,0,June,30-39,203,2021
F,1,pfizer,0,February,80+,140,2021
M,1,moderna,0,June,50-59,1086,2021
M,1,pfizer,0,February,30-39,68,2021
F,0,,1,March,5-11,279,2021
F,1,astrazeneca,0,March,60-69,195,2021
F,1,astrazeneca,0,April,60-69,440,2021
F,2,astrazeneca,0,June,60-69,283,2021
F,1,pfizer,0,February,25-29,109,2021
F,1,pfizer,0,March,25-29,169,2021
F,1,pfizer,0,April,25-29,150,2021
F,1,pfizer,0,May,25-29,189,2021
F,1,astrazeneca,1,April,50-59,22,2021
F,1,astrazeneca,1,May,50-59,31,2021
F,1,astrazeneca,1,June,50-59,58,2021
F,1,astrazeneca,1,June,60-69,32,2021
F,1,pfizer,0,June,12-17,160,2021
F,0,,1,November,5-11,36,2020
F,0,,1,December,5-11,90,2020
F,0,,1,January,5-11,211,2021
F,0,,1,February,5-11,198,2021
F,1,pfizer,0,April,40-49,288,2021
F,1,pfizer,0,May,40-49,575,2021
F,2,pfizer,0,May,40-49,1082,2021
F,2,pfizer,0,June,40-49,1165,2021
F,1,pfizer,0,January,60-69,213,2021
F,1,pfizer,0,February,60-69,226,2021
F,1,pfizer,0,March,60-69,221,2021
F,1,pfizer,0,April,60-69,291,2021
F,1,janssen,0,June,60-69,907,2021
M,1,pfizer,0,January,25-29,127,2021
M,2,pfizer,0,January,25-29,14,2021
M,2,pfizer,0,February,25-29,158,2021
M,2,pfizer,0,March,25-29,233,2021
M,2,pfizer,0,April,25-29,240,2021
M,2,pfizer,0,May,25-29,248,2021
M,2,pfizer,0,June,25-29,248,2021
M,1,pfizer,0,March,30-39,45,2021
F,0,,1,February,80+,283,2021
F,0,,1,March,80+,288,2021
F,0,,1,April,80+,194,2021
F,0,,1,May,80+,33,2021
F,0,,1,June,80+,30,2021
F,1,pfizer,0,January,18-24,123,2021
F,1,pfizer,0,February,18-24,11,2021
F,2,pfizer,0,February,18-24,130,2021
F,2,pfizer,0,March,18-24,167,2021
F,2,pfizer,0,April,18-24,180,2021
F,2,pfizer,0,May,18-24,186,2021
F,2,pfizer,0,June,18-24,237,2021
F,1,astrazeneca,0,February,40-49,235,2021
F,1,moderna,0,March,50-59,81,2021
F,1,moderna,0,April,50-59,181,2021
F,2,moderna,0,April,50-59,88,2021
F,2,moderna,0,May,50-59,255,2021
F,2,moderna,0,June,50-59,399,2021
F,1,astrazeneca,0,February,25-29,73,2021
F,1,astrazeneca,0,March,25-29,240,2021
F,1,astrazeneca,0,April,25-29,290,2021
F,1,astrazeneca,0,May,25-29,202,2021
F,2,astrazeneca,0,May,25-29,131,2021
F,2,astrazeneca,0,June,25-29,249,2021
F,0,,1,December,25-29,152,2020
F,0,,1,January,25-29,131,2021
F,1,pfizer,1,June,25-29,16,2021
M,2,astrazeneca,0,May,50-59,173,2021
F,1,pfizer,0,May,18-24,87,2021
F,1,moderna,0,March,30-39,12,2021
F,1,moderna,0,April,30-39,47,2021
F,2,moderna,0,April,30-39,13,2021
F,2,moderna,0,May,30-39,62,2021
F,2,moderna,0,June,30-39,108,2021
M,1,pfizer,0,June,12-17,143,2021
F,1,pfizer,0,February,40-49,386,2021
F,1,pfizer,0,March,40-49,403,2021
F,2,pfizer,0,March,40-49,751,2021
F,2,pfizer,0,April,40-49,930,2021
F,1,moderna,0,June,50-59,1122,2021
F,1,moderna,0,May,50-59,390,2021
M,1,pfizer,0,March,40-49,175,2021
M,2,pfizer,0,March,40-49,195,2021
M,2,pfizer,0,April,40-49,270,2021
M,2,pfizer,0,May,40-49,402,2021
M,2,pfizer,0,June,40-49,536,2021
F,2,moderna,0,June,18-24,169,2021
M,1,moderna,0,May,50-59,470,2021
M,2,moderna,0,June,50-59,564,2021
M,2,moderna,0,April,60-69,153,2021
F,1,astrazeneca,0,June,30-39,120,2021
M,1,astrazeneca,0,June,30-39,87,2021
M,1,pfizer,0,February,40-49,144,2021
F,2,pfizer,0,March,60-69,435,2021
F,2,pfizer,0,April,60-69,535,2021
F,2,pfizer,0,May,60-69,724,2021
F,1,pfizer,0,January,40-49,278,2021
F,2,pfizer,0,February,40-49,279,2021
F,0,,1,November,50-59,137,2020
F,0,,1,December,50-59,251,2020
F,1,astrazeneca,0,February,30-39,72,2021
M,1,moderna,0,March,70-79,96,2021
M,1,moderna,0,April,70-79,548,2021
M,2,moderna,0,April,70-79,154,2021
M,2,moderna,0,May,70-79,706,2021
M,2,moderna,0,June,70-79,866,2021
M,1,astrazeneca,0,March,40-49,640,2021
M,1,astrazeneca,0,April,40-49,669,2021
M,1,astrazeneca,0,May,40-49,509,2021
M,1,astrazeneca,0,June,40-49,330,2021
M,2,astrazeneca,0,June,40-49,560,2021
F,1,janssen,0,May,50-59,47,2021
F,1,janssen,0,June,50-59,376,2021
F,1,astrazeneca,0,June,25-29,83,2021
F,1,moderna,0,April,25-29,51,2021
F,1,moderna,0,May,25-29,86,2021
F,2,moderna,0,May,25-29,24,2021
F,2,moderna,0,June,25-29,104,2021
M,1,pfizer,0,April,40-49,191,2021
M,1,pfizer,0,May,40-49,422,2021
F,0,,1,December,80+,169,2020
F,0,,1,January,80+,245,2021
F,1,pfizer,1,April,80+,98,2021
F,1,pfizer,1,May,80+,246,2021
F,1,pfizer,1,June,80+,240,2021
M,0,,1,May,60-69,286,2021
M,0,,1,June,60-69,221,2021
M,0,,1,December,60-69,77,2020
M,0,,1,January,60-69,244,2021
M,0,,1,February,60-69,251,2021
M,0,,1,March,60-69,281,2021
M,0,,1,April,60-69,291,2021
F,1,pfizer,1,May,60-69,113,2021
F,1,pfizer,1,June,60-69,233,2021
F,1,moderna,0,April,40-49,101,2021
F,1,moderna,0,May,40-49,104,2021
F,0,,1,December,40-49,296,2020
F,0,,1,July,50-59,67,2020
F,0,,1,August,50-59,93,2020
F,0,,1,September,50-59,90,2020
F,0,,1,October,50-59,97,2020
F,1,moderna,1,May,50-59,21,2021
F,1,moderna,1,June,50-59,57,2021
F,2,moderna,1,June,50-59,3,2021
M,1,pfizer,0,April,18-24,38,2021
M,1,pfizer,0,May,18-24,121,2021
M,2,pfizer,0,May,18-24,50,2021
M,2,pfizer,0,June,18-24,91,2021
M,1,pfizer,0,March,18-24,20,2021
F,0,,1,February,18-24,224,2021
F,0,,1,March,18-24,248,2021
F,0,,1,April,18-24,240,2021
F,0,,1,May,18-24,267,2021
F,0,,1,June,18-24,219,2021
F,1,pfizer,1,June,18-24,40,2021
M,1,astrazeneca,0,February,50-59,71,2021
M,1,astrazeneca,0,March,18-24,55,2021
M,1,astrazeneca,0,April,18-24,84,2021
M,1,astrazeneca,0,May,18-24,73,2021
M,2,astrazeneca,0,May,18-24,27,2021
M,2,astrazeneca,0,June,18-24,60,2021
M,1,janssen,0,April,70-79,29,2021
M,1,janssen,0,May,70-79,341,2021
F,1,pfizer,1,April,50-59,86,2021
F,1,moderna,1,March,40-49,11,2021
F,1,moderna,1,April,40-49,19,2021
F,2,moderna,1,April,40-49,11,2021
F,2,moderna,1,May,40-49,31,2021
F,2,moderna,1,June,40-49,30,2021
F,1,pfizer,1,June,30-39,57,2021
F,1,astrazeneca,0,June,50-59,555,2021
M,1,pfizer,1,January,30-39,19,2021
M,2,pfizer,1,January,30-39,5,2021
M,2,pfizer,1,February,30-39,28,2021
M,2,pfizer,1,March,30-39,31,2021
M,2,pfizer,1,April,30-39,30,2021
M,2,pfizer,1,May,30-39,31,2021
M,2,pfizer,1,June,30-39,30,2021
M,0,,1,November,60-69,4,2020
M,1,pfizer,1,June,60-69,109,2021
F,0,,1,June,60-69,211,2021
M,2,pfizer,0,January,60-69,16,2021
M,0,,1,November,80+,27,2020
M,0,,1,December,80+,52,2020
M,0,,1,January,80+,56,2021
M,0,,1,February,80+,149,2021
M,0,,1,March,80+,217,2021
M,0,,1,April,80+,140,2021
M,1,pfizer,1,April,80+,74,2021
M,1,pfizer,1,May,80+,156,2021
M,1,pfizer,1,June,80+,180,2021
F,0,,1,November,80+,126,2020
F,0,,1,June,60-69,36,2020
F,0,,1,July,60-69,62,2020
F,0,,1,August,60-69,62,2020
F,0,,1,September,60-69,60,2020
F,0,,1,October,60-69,62,2020
F,1,moderna,0,March,70-79,61,2021
F,1,moderna,0,April,70-79,308,2021
F,1,moderna,0,May,70-79,331,2021
F,1,moderna,0,June,70-79,192,2021
M,0,,1,July,30-39,12,2020
M,0,,1,August,30-39,31,2020
M,0,,1,September,30-39,30,2020
F,1,pfizer,0,April,12-17,10,2021
F,1,pfizer,0,May,12-17,26,2021
F,2,pfizer,0,May,12-17,18,2021
F,2,pfizer,0,June,12-17,33,2021
M,0,,1,May,80+,68,2021
M,0,,1,June,80+,6,2021
F,1,janssen,0,May,60-69,152,2021
M,1,moderna,0,May,40-49,207,2021
M,2,moderna,0,June,40-49,396,2021
M,1,pfizer,0,April,50-59,259,2021
F,1,moderna,0,May,30-39,98,2021
F,0,,1,January,70-79,102,2021
F,0,,1,February,70-79,165,2021
F,0,,1,March,70-79,243,2021
F,0,,1,April,70-79,173,2021
F,1,pfizer,1,April,70-79,35,2021
F,1,pfizer,1,May,70-79,71,2021
F,2,pfizer,1,May,70-79,16,2021
F,2,pfizer,1,June,70-79,38,2021
F,1,janssen,0,April,70-79,35,2021
F,1,janssen,0,May,70-79,278,2021
F,1,janssen,0,June,70-79,269,2021
F,2,pfizer,0,January,18-24,4,2021
M,1,moderna,0,April,30-39,74,2021
M,1,moderna,0,May,25-29,89,2021
M,2,moderna,0,June,25-29,134,2021
F,1,moderna,0,March,80+,18,2021
F,1,moderna,0,April,80+,67,2021
F,2,moderna,0,April,80+,23,2021
F,2,moderna,0,May,80+,93,2021
F,2,moderna,0,June,80+,90,2021
F,2,pfizer,0,February,60-69,205,2021
M,1,pfizer,1,June,50-59,81,2021
F,2,moderna,0,June,40-49,205,2021
M,1,astrazeneca,0,April,60-69,235,2021
F,1,pfizer,0,January,80+,201,2021
F,2,pfizer,0,February,80+,209,2021
M,0,,1,December,25-29,67,2020
M,0,,1,January,25-29,92,2021
M,2,pfizer,1,May,80+,27,2021
M,2,pfizer,1,June,80+,30,2021
M,1,pfizer,0,February,25-29,48,2021
M,1,pfizer,0,March,25-29,58,2021
M,1,pfizer,0,April,25-29,5,2021
M,1,pfizer,1,April,25-29,25,2021
M,1,pfizer,1,May,25-29,38,2021
M,1,pfizer,1,June,25-29,79,2021
M,1,moderna,0,April,80+,40,2021
M,2,moderna,0,May,80+,41,2021
M,2,moderna,0,June,80+,60,2021
F,1,pfizer,1,February,50-59,10,2021
F,1,pfizer,1,March,50-59,24,2021
F,2,pfizer,1,March,50-59,106,2021
F,2,pfizer,1,April,50-59,120,2021
F,2,pfizer,1,May,50-59,124,2021
M,1,moderna,0,April,50-59,199,2021
M,2,moderna,0,May,50-59,303,2021
M,1,pfizer,0,April,30-39,60,2021
M,1,moderna,0,March,50-59,57,2021
F,1,moderna,1,May,60-69,45,2021
F,1,moderna,1,June,60-69,58,2021
F,2,moderna,1,June,60-69,2,2021
M,1,moderna,0,May,80+,21,2021
M,1,astrazeneca,0,March,60-69,85,2021
M,2,astrazeneca,0,May,60-69,6,2021
M,2,astrazeneca,0,June,60-69,109,2021
F,0,,1,January,18-24,159,2021
M,0,,1,February,12-17,245,2021
M,0,,1,March,12-17,325,2021
M,0,,1,April,12-17,300,2021
M,0,,1,May,12-17,310,2021
M,0,,1,June,12-17,295,2021
M,0,,1,February,25-29,155,2021
M,0,,1,March,25-29,186,2021
M,0,,1,April,25-29,180,2021
M,0,,1,May,25-29,221,2021
M,0,,1,June,25-29,191,2021
F,1,pfizer,0,March,70-79,18,2021
F,2,pfizer,0,February,25-29,141,2021
F,2,pfizer,0,March,25-29,234,2021
F,2,pfizer,0,April,25-29,240,2021
F,2,pfizer,0,May,25-29,248,2021
F,2,pfizer,0,June,25-29,256,2021
F,2,pfizer,0,January,80+,23,2021
M,1,moderna,0,May,18-24,44,2021
M,1,moderna,0,June,18-24,62,2021
M,2,moderna,0,June,18-24,139,2021
M,1,astrazeneca,0,February,40-49,101,2021
M,1,janssen,0,June,50-59,233,2021
M,1,moderna,0,February,18-24,48,2021
M,1,moderna,0,March,18-24,24,2021
M,2,moderna,0,March,18-24,69,2021
M,2,moderna,0,April,18-24,90,2021
M,2,moderna,0,May,18-24,93,2021
M,1,pfizer,1,May,50-59,62,2021
M,2,pfizer,1,June,50-59,59,2021
M,1,astrazeneca,0,June,18-24,59,2021
M,2,astrazeneca,0,May,40-49,206,2021
M,0,,1,September,25-29,6,2020
M,0,,1,October,25-29,31,2020
M,0,,1,November,25-29,30,2020
M,1,moderna,0,April,40-49,102,2021
M,2,moderna,0,May,40-49,179,2021
M,1,moderna,0,January,30-39,11,2021
M,1,moderna,0,February,30-39,27,2021
M,2,moderna,0,February,30-39,13,2021
M,2,moderna,0,March,30-39,31,2021
M,2,moderna,0,April,30-39,47,2021
M,2,moderna,0,May,30-39,93,2021
M,1,pfizer,1,May,60-69,66,2021
F,2,pfizer,0,January,30-39,12,2021
F,2,pfizer,0,February,30-39,158,2021
M,0,,1,December,12-17,122,2020
M,0,,1,January,12-17,201,2021
F,2,moderna,0,April,70-79,19,2021
F,2,moderna,0,May,70-79,294,2021
F,2,moderna,0,June,70-79,482,2021
F,1,moderna,0,June,25-29,38,2021
M,1,janssen,0,May,50-59,15,2021
F,2,pfizer,1,February,50-59,74,2021
M,1,pfizer,1,June,18-24,44,2021
F,0,,1,October,80+,63,2020
M,1,pfizer,0,January,18-24,13,2021
M,1,pfizer,0,February,18-24,6,2021
M,2,pfizer,0,February,18-24,22,2021
M,2,pfizer,0,March,18-24,31,2021
M,2,pfizer,0,April,18-24,30,2021
M,1,moderna,0,February,70-79,25,2021
M,2,moderna,0,March,70-79,36,2021
F,1,astrazeneca,0,March,18-24,34,2021
F,1,astrazeneca,0,April,18-24,60,2021
F,1,astrazeneca,0,May,18-24,62,2021
F,1,astrazeneca,0,June,18-24,16,2021
F,2,astrazeneca,0,June,18-24,29,2021
M,0,,1,February,5-11,62,2021
M,0,,1,March,5-11,93,2021
M,0,,1,April,5-11,90,2021
M,0,,1,May,5-11,93,2021
M,0,,1,June,5-11,90,2021
M,1,moderna,0,February,60-69,32,2021
M,2,moderna,0,March,60-69,44,2021
F,0,,1,October,12-17,1,2020
F,1,pfizer,1,June,12-17,4,2021
F,1,pfizer,0,January,25-29,93,2021
F,0,,1,November,40-49,139,2020
F,1,astrazeneca,1,February,40-49,5,2021
F,1,astrazeneca,1,March,40-49,31,2021
F,1,astrazeneca,1,April,40-49,30,2021
F,1,astrazeneca,1,May,40-49,20,2021
F,2,astrazeneca,1,May,40-49,11,2021
F,2,astrazeneca,1,June,40-49,30,2021
F,0,,1,August,40-49,68,2020
F,0,,1,September,40-49,90,2020
F,0,,1,October,40-49,93,2020
M,1,moderna,0,March,25-29,5,2021
M,1,moderna,0,April,25-29,26,2021
M,2,moderna,0,April,25-29,4,2021
M,2,moderna,0,May,25-29,31,2021
M,0,,1,March,70-79,86,2021
M,0,,1,April,70-79,35,2021
M,0,,1,May,70-79,31,2021
M,0,,1,June,70-79,56,2021
F,1,astrazeneca,1,April,70-79,32,2021
F,1,astrazeneca,1,May,70-79,91,2021
F,1,astrazeneca,1,June,70-79,92,2021
M,2,moderna,0,April,50-59,96,2021
F,3,pfizer,0,April,50-59,16,2021
F,3,pfizer,0,May,50-59,31,2021
F,3,pfizer,0,June,50-59,30,2021
M,0,,1,April,70-79,3,2020
M,0,,1,May,70-79,11,2020
F,0,,1,June,80+,54,2020
F,0,,1,July,80+,62,2020
F,0,,1,August,80+,62,2020
F,0,,1,September,80+,60,2020
F,1,pfizer,1,March,80+,52,2021
F,2,pfizer,1,March,80+,1,2021
F,2,pfizer,1,April,80+,30,2021
F,2,pfizer,1,May,80+,31,2021
F,2,pfizer,1,June,80+,30,2021
F,1,pfizer,1,May,30-39,7,2021
F,2,astrazeneca,0,June,80+,32,2021
M,1,astrazeneca,0,June,80+,8,2021
F,2,moderna,0,May,40-49,132,2021
M,1,pfizer,0,January,40-49,94,2021
M,1,pfizer,1,June,12-17,5,2021
M,0,,1,May,0-4,53,2021
M,0,,1,June,0-4,60,2021
F,2,pfizer,0,January,60-69,27,2021
M,2,pfizer,0,January,50-59,5,2021
M,1,pfizer,1,April,50-59,6,2021
M,2,pfizer,1,May,50-59,16,2021
M,0,,1,January,70-79,27,2021
M,0,,1,February,70-79,44,2021
M,1,astrazeneca,1,April,70-79,25,2021
M,1,astrazeneca,1,May,70-79,31,2021
M,1,astrazeneca,1,June,70-79,30,2021
M,1,pfizer,0,March,70-79,13,2021
M,2,pfizer,0,January,80+,10,2021
F,0,,1,May,40-49,16,2020
F,0,,1,June,40-49,60,2020
F,0,,1,July,40-49,62,2020
F,1,pfizer,1,April,40-49,62,2021
F,2,pfizer,1,May,40-49,23,2021
F,2,pfizer,1,June,40-49,30,2021
M,1,astrazeneca,0,February,25-29,15,2021
M,1,astrazeneca,0,March,25-29,62,2021
M,2,astrazeneca,0,May,25-29,35,2021
M,2,astrazeneca,0,June,25-29,32,2021
M,1,moderna,0,March,40-49,64,2021
M,2,moderna,0,April,40-49,80,2021
F,0,,1,November,25-29,62,2020
M,0,,1,December,0-4,20,2020
M,0,,1,January,0-4,31,2021
M,0,,1,February,0-4,28,2021
M,0,,1,March,0-4,31,2021
M,0,,1,April,0-4,30,2021
F,0,,1,May,25-29,23,2020
F,0,,1,June,25-29,41,2020
F,0,,1,July,25-29,62,2020
F,0,,1,August,25-29,62,2020
F,0,,1,September,25-29,60,2020
F,0,,1,October,25-29,62,2020
F,1,pfizer,1,April,25-29,19,2021
F,1,pfizer,1,May,25-29,3,2021
F,2,pfizer,1,May,25-29,59,2021
F,2,pfizer,1,June,25-29,60,2021
M,2,pfizer,0,January,40-49,7,2021
M,2,pfizer,0,February,40-49,56,2021
F,1,pfizer,1,January,25-29,21,2021
F,2,pfizer,1,January,25-29,3,2021
F,2,pfizer,1,February,25-29,28,2021
F,2,pfizer,1,March,25-29,31,2021
F,2,pfizer,1,April,25-29,30,2021
M,1,moderna,0,January,50-59,12,2021
M,1,moderna,0,February,50-59,21,2021
M,2,moderna,0,February,50-59,7,2021
M,2,moderna,0,March,50-59,31,2021
M,1,astrazeneca,0,February,18-24,18,2021
F,0,,1,December,70-79,53,2020
F,1,pfizer,1,June,70-79,82,2021
F,1,moderna,0,April,18-24,29,2021
F,2,moderna,0,April,18-24,61,2021
F,2,moderna,0,May,18-24,93,2021
F,1,moderna,0,February,70-79,7,2021
F,0,,1,May,70-79,99,2021
F,0,,1,May,80+,6,2020
M,1,moderna,0,January,18-24,9,2021
M,2,moderna,0,February,18-24,13,2021
M,0,,1,November,5-11,10,2020
M,0,,1,December,5-11,62,2020
M,0,,1,January,5-11,62,2021
F,1,moderna,0,February,18-24,23,2021
F,1,moderna,0,March,18-24,28,2021
F,2,moderna,0,March,18-24,34,2021
F,0,,1,June,70-79,60,2021
F,1,moderna,0,January,18-24,13,2021
F,2,moderna,0,February,18-24,8,2021
M,0,,1,September,70-79,10,2020
M,0,,1,October,70-79,31,2020
M,0,,1,November,70-79,30,2020
M,0,,1,December,70-79,31,2020
F,2,pfizer,0,January,40-49,5,2021
F,1,moderna,0,January,60-69,10,2021
F,1,moderna,0,February,60-69,18,2021
F,2,moderna,0,February,60-69,10,2021
F,2,moderna,0,March,60-69,31,2021
M,1,moderna,0,March,30-39,43,2021
M,2,pfizer,1,March,80+,10,2021
M,2,pfizer,1,April,80+,5,2021
M,1,pfizer,1,April,60-69,9,2021
F,2,astrazeneca,0,May,60-69,8,2021
M,1,moderna,1,March,70-79,1,2021
