sex,dose,type_vax,COVID19,month,Ageband,Persontime,year
M,1,moderna,1,April,70-79,30,2021
M,1,moderna,1,May,70-79,31,2021
M,1,moderna,1,June,70-79,30,2021
M,1,pfizer,0,April,12-17,1,2021
M,1,pfizer,1,April,12-17,19,2021
M,1,pfizer,1,May,12-17,1,2021
M,2,pfizer,1,May,12-17,7,2021
M,3,pfizer,0,June,40-49,24,2021
M,0,,1,June,18-24,8,2020
M,0,,1,July,18-24,31,2020
M,0,,1,August,18-24,31,2020
M,0,,1,September,18-24,30,2020
M,0,,1,October,18-24,31,2020
F,1,pfizer,0,January,70-79,19,2021
F,1,pfizer,0,February,70-79,6,2021
F,2,pfizer,0,February,70-79,22,2021
F,2,pfizer,0,March,70-79,31,2021
F,2,pfizer,0,April,70-79,30,2021
F,0,,1,May,60-69,2,2020
F,1,astrazeneca,1,April,60-69,23,2021
F,1,astrazeneca,1,May,60-69,31,2021
M,1,pfizer,1,June,30-39,14,2021
F,1,astrazeneca,0,June,80+,3,2021
M,1,pfizer,0,May,25-29,18,2021
F,1,moderna,0,February,40-49,19,2021
F,1,moderna,0,March,40-49,9,2021
F,2,moderna,0,March,40-49,22,2021
F,2,moderna,0,April,40-49,30,2021
F,1,pfizer,0,March,18-24,19,2021
M,0,,1,October,50-59,30,2020
M,0,,1,November,50-59,30,2020
F,1,pfizer,1,March,40-49,21,2021
M,1,astrazeneca,1,February,50-59,11,2021
M,1,astrazeneca,1,March,50-59,51,2021
M,1,astrazeneca,1,April,50-59,60,2021
M,1,astrazeneca,1,May,50-59,62,2021
M,1,astrazeneca,1,June,50-59,60,2021
M,1,astrazeneca,1,May,60-69,15,2021
M,1,astrazeneca,1,June,60-69,30,2021
F,1,pfizer,1,January,50-59,39,2021
F,2,pfizer,1,January,50-59,6,2021
F,1,pfizer,1,February,80+,4,2021
F,0,,1,June,50-59,49,2020
M,2,pfizer,0,January,70-79,2,2021
F,0,,1,April,70-79,8,2020
F,0,,1,May,70-79,9,2020
M,1,pfizer,1,March,40-49,19,2021
M,2,pfizer,1,March,40-49,7,2021
M,2,pfizer,1,April,40-49,30,2021
M,2,pfizer,1,May,40-49,31,2021
M,2,pfizer,1,June,40-49,30,2021
F,1,moderna,0,February,25-29,28,2021
F,1,moderna,0,March,25-29,31,2021
F,0,,1,January,0-4,31,2021
F,0,,1,February,0-4,28,2021
F,0,,1,March,0-4,23,2021
F,0,,1,September,18-24,17,2020
F,0,,1,October,18-24,31,2020
F,0,,1,November,18-24,30,2020
F,0,,1,December,18-24,31,2020
M,1,moderna,0,February,40-49,5,2021
M,2,moderna,0,March,40-49,11,2021
F,1,moderna,1,April,60-69,6,2021
M,0,,1,April,12-17,4,2020
M,0,,1,May,12-17,31,2020
M,0,,1,June,12-17,30,2020
M,0,,1,July,12-17,31,2020
M,0,,1,August,12-17,31,2020
M,0,,1,September,12-17,30,2020
M,0,,1,October,12-17,31,2020
M,0,,1,November,12-17,30,2020
F,3,pfizer,0,May,60-69,26,2021
F,3,pfizer,0,June,60-69,30,2021
M,1,moderna,0,June,12-17,1,2021
total,0,,0,January,50-59,37684,2019
total,0,,0,February,50-59,34161,2019
total,0,,0,March,50-59,37889,2019
total,0,,0,April,50-59,36865,2019
total,0,,0,May,50-59,38008,2019
total,0,,0,June,50-59,36852,2019
total,0,,0,July,50-59,38179,2019
total,0,,0,August,50-59,38277,2019
total,0,,0,September,50-59,37228,2019
total,0,,0,October,50-59,38795,2019
total,0,,0,November,50-59,37718,2019
total,0,,0,December,50-59,38977,2019
total,0,,0,January,50-59,38976,2020
total,0,,0,February,50-59,36588,2020
total,0,,0,March,50-59,39102,2020
total,0,,0,April,50-59,37957,2020
total,0,,0,May,50-59,39353,2020
total,0,,0,June,50-59,38006,2020
total,0,,0,July,50-59,39178,2020
total,0,,0,August,50-59,39345,2020
total,0,,0,September,50-59,38047,2020
total,0,,0,October,50-59,39378,2020
total,0,,0,November,50-59,37891,2020
total,0,,0,December,50-59,38762,2020
total,0,,1,January,50-59,663,2021
total,0,,1,February,50-59,1030,2021
total,0,,1,March,50-59,1319,2021
total,0,,1,April,50-59,1232,2021
total,0,,1,May,50-59,1059,2021
total,0,,1,June,50-59,685,2021
total,1,pfizer,1,June,50-59,425,2021
total,0,,0,October,18-24,13919,2019
total,0,,0,November,18-24,13569,2019
total,0,,0,December,18-24,13994,2019
total,0,,0,January,18-24,13979,2020
total,0,,0,February,18-24,12962,2020
total,0,,0,March,18-24,13843,2020
total,0,,0,April,18-24,13443,2020
total,0,,0,May,18-24,14054,2020
total,0,,0,June,18-24,13729,2020
total,0,,0,July,18-24,14179,2020
total,0,,0,August,18-24,14289,2020
total,0,,0,September,18-24,13864,2020
total,0,,0,October,18-24,14212,2020
total,0,,0,November,18-24,13736,2020
total,0,,0,December,18-24,14057,2020
total,0,,0,January,18-24,13746,2021
total,0,,0,February,18-24,12157,2021
total,0,,0,March,18-24,13309,2021
total,0,,0,April,18-24,12823,2021
total,0,,0,May,18-24,12855,2021
total,0,,0,June,18-24,10486,2021
total,0,,0,January,18-24,13742,2019
total,0,,0,February,18-24,12305,2019
total,0,,0,March,18-24,13653,2019
total,0,,0,April,18-24,13309,2019
total,0,,0,May,18-24,13837,2019
total,0,,0,June,18-24,13339,2019
total,0,,0,July,18-24,13736,2019
total,0,,0,August,18-24,13838,2019
total,0,,0,September,18-24,13455,2019
total,0,,0,January,70-79,24796,2019
total,0,,0,February,70-79,22529,2019
total,0,,0,March,70-79,24882,2019
total,0,,0,April,70-79,24006,2019
total,0,,0,May,70-79,24710,2019
total,0,,0,June,70-79,23776,2019
total,0,,0,July,70-79,24424,2019
total,0,,0,August,70-79,24393,2019
total,0,,0,September,70-79,23690,2019
total,0,,0,October,70-79,24623,2019
total,0,,0,November,70-79,23999,2019
total,0,,0,December,70-79,24892,2019
total,0,,0,January,70-79,24963,2020
total,0,,0,February,70-79,23424,2020
total,0,,0,March,70-79,25040,2020
total,0,,0,April,70-79,24433,2020
total,0,,0,May,70-79,25194,2020
total,0,,0,June,70-79,24365,2020
total,0,,0,July,70-79,25122,2020
total,0,,0,August,70-79,25031,2020
total,0,,0,September,70-79,24042,2020
total,0,,0,October,70-79,24785,2020
total,0,,0,November,70-79,23904,2020
total,0,,0,December,70-79,24513,2020
total,0,,0,January,70-79,24396,2021
total,0,,0,February,70-79,21890,2021
total,0,,0,March,70-79,23678,2021
total,0,,0,April,70-79,15050,2021
total,0,,0,May,70-79,6328,2021
total,1,astrazeneca,0,May,70-79,10207,2021
total,1,astrazeneca,0,June,70-79,8729,2021
total,0,,0,January,0-4,7988,2019
total,0,,0,February,0-4,7341,2019
total,0,,0,March,0-4,8173,2019
total,0,,0,April,0-4,7878,2019
total,0,,0,May,0-4,8128,2019
total,0,,0,June,0-4,7904,2019
total,0,,0,July,0-4,8159,2019
total,0,,0,August,0-4,8292,2019
total,0,,0,September,0-4,8096,2019
total,0,,0,October,0-4,8255,2019
total,0,,0,November,0-4,7786,2019
total,0,,0,December,0-4,7958,2019
total,0,,0,January,0-4,7791,2020
total,0,,0,February,0-4,7229,2020
total,0,,0,March,0-4,7790,2020
total,0,,0,April,0-4,7520,2020
total,0,,0,May,0-4,7786,2020
total,0,,0,June,0-4,7432,2020
total,0,,0,July,0-4,7690,2020
total,0,,0,August,0-4,7629,2020
total,0,,0,September,0-4,7191,2020
total,0,,0,October,0-4,7325,2020
total,0,,0,November,0-4,7101,2020
total,0,,0,December,0-4,7159,2020
total,0,,0,January,0-4,7120,2021
total,0,,0,February,0-4,6474,2021
total,0,,0,March,0-4,7199,2021
total,0,,0,April,0-4,6859,2021
total,0,,0,May,0-4,7194,2021
total,0,,0,June,0-4,7044,2021
total,0,,0,June,5-11,13801,2021
total,0,,0,January,25-29,11763,2019
total,0,,0,February,25-29,10694,2019
total,0,,0,March,25-29,11904,2019
total,0,,0,April,25-29,11621,2019
total,0,,0,May,25-29,12059,2019
total,0,,0,June,25-29,11830,2019
total,0,,0,July,25-29,12163,2019
total,0,,0,August,25-29,12091,2019
total,0,,0,September,25-29,11653,2019
total,0,,0,October,25-29,12053,2019
total,0,,0,November,25-29,11498,2019
total,0,,0,December,25-29,11818,2019
total,0,,0,January,25-29,11740,2020
total,0,,0,February,25-29,10847,2020
total,0,,0,March,25-29,11546,2020
total,0,,0,April,25-29,11005,2020
total,0,,0,May,25-29,11363,2020
total,0,,0,June,25-29,10887,2020
total,0,,0,July,25-29,11233,2020
total,0,,0,August,25-29,11233,2020
total,0,,0,September,25-29,10776,2020
total,0,,0,September,30-39,23300,2020
total,0,,0,October,30-39,24000,2020
total,0,,0,November,30-39,23025,2020
total,0,,0,December,30-39,23576,2020
total,0,,0,January,30-39,22960,2021
total,0,,0,February,30-39,20163,2021
total,0,,1,February,30-39,658,2021
total,0,,1,March,30-39,909,2021
total,0,,1,April,30-39,940,2021
total,0,,1,May,30-39,964,2021
total,0,,1,June,30-39,829,2021
total,0,,0,January,40-49,37835,2019
total,0,,0,January,50-59,37738,2021
total,1,pfizer,1,May,50-59,226,2021
total,2,pfizer,1,June,50-59,180,2021
total,0,,0,January,30-39,24398,2019
total,0,,0,February,30-39,21892,2019
total,0,,0,March,30-39,24160,2019
total,0,,0,February,40-49,34171,2019
total,0,,0,March,40-49,37852,2019
total,0,,0,April,40-49,36421,2019
total,0,,0,May,40-49,37666,2019
total,0,,0,June,40-49,36323,2019
total,0,,0,July,40-49,37324,2019
total,0,,0,August,40-49,37029,2019
total,0,,0,September,40-49,35580,2019
total,0,,0,October,40-49,36550,2019
total,0,,0,November,40-49,35479,2019
total,0,,0,December,40-49,36705,2019
total,0,,0,January,40-49,36687,2020
total,0,,0,February,50-59,32629,2021
total,0,,0,March,50-59,33529,2021
total,0,,0,April,50-59,31360,2021
total,0,,0,May,50-59,29221,2021
total,1,pfizer,0,May,50-59,2661,2021
total,1,pfizer,0,June,50-59,10412,2021
total,1,pfizer,0,April,70-79,874,2021
total,1,pfizer,0,May,70-79,3922,2021
total,2,pfizer,0,May,70-79,1895,2021
total,2,pfizer,0,June,70-79,4637,2021
total,2,pfizer,0,June,50-59,2113,2021
total,0,,0,October,25-29,11019,2020
total,0,,0,November,25-29,10600,2020
total,0,,0,December,25-29,10858,2020
total,0,,0,January,25-29,10633,2021
total,0,,0,February,25-29,9220,2021
total,0,,0,March,25-29,9670,2021
total,0,,0,April,25-29,9157,2021
total,1,astrazeneca,0,April,25-29,399,2021
total,1,astrazeneca,0,May,25-29,291,2021
total,1,astrazeneca,0,June,25-29,135,2021
total,0,,0,January,80+,22230,2019
total,0,,0,February,80+,20147,2019
total,0,,0,March,80+,22327,2019
total,0,,0,April,80+,21673,2019
total,0,,0,May,80+,22373,2019
total,0,,0,June,80+,21711,2019
total,0,,0,July,80+,22593,2019
total,0,,0,August,80+,22735,2019
total,0,,0,April,60-69,25852,2021
total,0,,0,May,60-69,20312,2021
total,0,,0,June,60-69,7892,2021
total,1,pfizer,0,June,60-69,9708,2021
total,0,,0,April,30-39,23249,2019
total,0,,0,May,30-39,23946,2019
total,0,,0,June,30-39,23120,2019
total,0,,0,July,30-39,24013,2019
total,0,,0,August,30-39,24092,2019
total,0,,0,September,30-39,23420,2019
total,0,,0,October,30-39,24396,2019
total,0,,0,November,30-39,23673,2019
total,0,,0,February,40-49,34027,2020
total,0,,0,March,40-49,36390,2020
total,0,,0,April,40-49,35109,2020
total,0,,0,May,40-49,36062,2020
total,0,,0,June,40-49,34716,2020
total,0,,0,July,40-49,35846,2020
total,0,,0,August,40-49,35785,2020
total,0,,0,September,40-49,34718,2020
total,0,,0,October,40-49,35710,2020
total,0,,0,November,40-49,34434,2020
total,0,,0,December,40-49,35355,2020
total,0,,0,January,40-49,34748,2021
total,0,,0,February,40-49,30230,2021
total,0,,0,March,40-49,31427,2021
total,0,,0,April,40-49,29577,2021
total,0,,0,May,40-49,29322,2021
total,0,,0,June,40-49,22498,2021
total,1,astrazeneca,0,April,70-79,6588,2021
total,2,astrazeneca,0,June,70-79,1326,2021
total,0,,0,January,60-69,29636,2019
total,0,,0,February,60-69,26726,2019
total,0,,0,March,60-69,29619,2019
total,0,,0,April,60-69,28767,2019
total,0,,0,May,60-69,29999,2019
total,0,,0,June,60-69,29058,2019
total,0,,0,July,60-69,30148,2019
total,0,,0,August,60-69,30039,2019
total,0,,0,September,60-69,28849,2019
total,0,,0,October,60-69,29633,2019
total,0,,0,November,60-69,28609,2019
total,0,,0,December,60-69,29541,2019
total,0,,0,January,60-69,29585,2020
total,0,,0,February,60-69,27704,2020
total,0,,0,March,60-69,29708,2020
total,0,,0,April,60-69,28831,2020
total,0,,0,May,60-69,29862,2020
total,0,,0,June,60-69,28948,2020
total,0,,0,July,60-69,29954,2020
total,0,,0,August,60-69,30280,2020
total,0,,0,September,60-69,29356,2020
total,0,,0,October,60-69,30368,2020
total,0,,0,November,60-69,29345,2020
total,0,,0,December,60-69,30355,2020
total,0,,0,January,60-69,29655,2021
total,0,,0,February,60-69,26283,2021
total,0,,0,March,60-69,28082,2021
total,1,pfizer,0,January,50-59,549,2021
total,2,pfizer,0,January,50-59,37,2021
total,2,pfizer,0,February,50-59,524,2021
total,2,pfizer,0,March,50-59,1064,2021
total,2,pfizer,0,April,50-59,1311,2021
total,2,pfizer,0,May,50-59,1597,2021
total,1,pfizer,0,January,60-69,457,2021
total,1,pfizer,0,February,60-69,425,2021
total,2,pfizer,0,February,60-69,471,2021
total,2,pfizer,0,March,60-69,931,2021
total,2,pfizer,0,April,60-69,1047,2021
total,2,pfizer,0,May,60-69,1502,2021
total,2,pfizer,0,June,60-69,3020,2021
total,0,,0,December,30-39,24502,2019
total,0,,0,January,30-39,24599,2020
total,0,,0,February,30-39,23224,2020
total,0,,0,March,30-39,24900,2020
total,0,,0,April,30-39,24032,2020
total,0,,0,May,30-39,24759,2020
total,0,,0,June,30-39,23890,2020
total,0,,0,July,30-39,24670,2020
total,0,,0,August,30-39,24325,2020
total,0,,0,March,30-39,20913,2021
total,0,,0,April,30-39,19594,2021
total,0,,0,May,30-39,19581,2021
total,0,,0,June,30-39,15728,2021
total,1,moderna,0,June,30-39,1041,2021
total,0,,0,September,80+,21814,2019
total,0,,0,October,80+,22400,2019
total,0,,0,November,80+,21660,2019
total,0,,0,December,80+,22386,2019
total,0,,0,January,80+,22334,2020
total,0,,0,February,80+,20858,2020
total,0,,0,March,80+,22404,2020
total,0,,0,April,80+,21605,2020
total,0,,0,May,80+,22319,2020
total,0,,0,June,80+,21533,2020
total,0,,0,July,80+,22328,2020
total,0,,0,August,80+,22382,2020
total,0,,0,September,80+,21935,2020
total,0,,0,October,80+,22774,2020
total,0,,0,November,80+,22160,2020
total,0,,0,December,80+,22922,2020
total,0,,0,January,80+,22268,2021
total,0,,0,February,80+,19660,2021
total,0,,0,March,80+,17779,2021
total,1,pfizer,0,March,80+,3717,2021
total,2,pfizer,0,March,80+,772,2021
total,2,pfizer,0,April,80+,5272,2021
total,2,pfizer,0,May,80+,13869,2021
total,2,pfizer,0,June,80+,14607,2021
total,0,,0,June,50-59,17228,2021
total,1,pfizer,0,January,80+,390,2021
total,1,pfizer,0,February,80+,266,2021
total,2,pfizer,0,February,80+,341,2021
total,3,pfizer,0,June,80+,35,2021
total,1,pfizer,0,June,30-39,2661,2021
total,1,pfizer,0,May,60-69,3423,2021
total,0,,1,February,40-49,817,2021
total,0,,1,March,40-49,950,2021
total,0,,1,April,40-49,911,2021
total,0,,1,May,40-49,959,2021
total,0,,1,June,40-49,745,2021
total,1,moderna,1,June,40-49,12,2021
total,0,,0,January,5-11,15128,2020
total,0,,0,February,5-11,14101,2020
total,0,,0,March,5-11,15009,2020
total,0,,0,April,5-11,14518,2020
total,0,,0,May,5-11,14998,2020
total,0,,0,June,5-11,14579,2020
total,0,,0,July,5-11,15193,2020
total,0,,0,August,5-11,15169,2020
total,0,,0,September,5-11,14703,2020
total,0,,0,October,5-11,15151,2020
total,0,,0,November,5-11,14447,2020
total,0,,0,December,5-11,15035,2020
total,0,,0,January,5-11,14925,2021
total,0,,0,February,5-11,13324,2021
total,0,,0,March,5-11,14483,2021
total,0,,0,April,5-11,13985,2021
total,0,,0,May,5-11,14420,2021
total,0,,0,May,25-29,9044,2021
total,0,,0,June,25-29,7999,2021
total,0,,0,April,80+,6918,2021
total,1,pfizer,0,April,80+,9195,2021
total,0,,1,May,30-39,7,2020
total,0,,1,June,30-39,30,2020
total,0,,1,July,30-39,43,2020
total,0,,1,August,30-39,62,2020
total,0,,1,September,30-39,60,2020
total,0,,1,October,30-39,76,2020
total,0,,1,November,30-39,172,2020
total,0,,1,December,30-39,328,2020
total,0,,1,January,30-39,574,2021
total,0,,0,May,80+,2480,2021
total,0,,0,June,80+,2159,2021
total,1,pfizer,0,May,80+,5697,2021
total,0,,1,September,40-49,96,2020
total,0,,1,October,40-49,131,2020
total,0,,1,November,40-49,225,2020
total,0,,1,December,40-49,473,2020
total,0,,1,January,40-49,760,2021
total,1,pfizer,1,June,40-49,293,2021
total,0,,1,February,25-29,268,2021
total,0,,1,March,25-29,355,2021
total,0,,1,April,25-29,341,2021
total,0,,1,May,25-29,376,2021
total,0,,1,June,25-29,336,2021
total,1,pfizer,0,June,18-24,1734,2021
total,1,pfizer,0,June,40-49,5032,2021
total,1,pfizer,0,June,25-29,854,2021
total,1,moderna,0,June,40-49,813,2021
total,1,astrazeneca,0,May,40-49,1474,2021
total,1,astrazeneca,0,June,40-49,938,2021
total,0,,0,January,12-17,12703,2019
total,0,,0,February,12-17,11561,2019
total,0,,0,March,12-17,12957,2019
total,0,,0,April,12-17,12596,2019
total,0,,0,May,12-17,13075,2019
total,0,,0,June,12-17,12687,2019
total,0,,0,July,12-17,13094,2019
total,0,,0,August,12-17,12972,2019
total,0,,0,September,12-17,12553,2019
total,0,,0,October,12-17,12992,2019
total,0,,0,November,12-17,12622,2019
total,0,,0,December,12-17,13109,2019
total,0,,0,January,12-17,13273,2020
total,0,,0,February,12-17,12509,2020
total,0,,0,March,12-17,13390,2020
total,0,,0,April,12-17,12843,2020
total,0,,0,May,12-17,13041,2020
total,0,,0,June,12-17,12586,2020
total,0,,0,July,12-17,12963,2020
total,0,,0,August,12-17,12832,2020
total,0,,0,September,12-17,12444,2020
total,0,,0,October,12-17,12979,2020
total,0,,0,November,12-17,12528,2020
total,0,,0,December,12-17,12706,2020
total,0,,0,January,12-17,12467,2021
total,0,,0,February,12-17,11231,2021
total,0,,0,March,12-17,12438,2021
total,0,,0,April,12-17,12012,2021
total,0,,0,May,12-17,12256,2021
total,0,,0,June,12-17,11511,2021
total,1,pfizer,0,June,70-79,3870,2021
total,0,,0,January,5-11,15616,2019
total,0,,0,February,5-11,14124,2019
total,0,,0,March,5-11,15515,2019
total,0,,0,April,5-11,14983,2019
total,0,,0,May,5-11,15447,2019
total,0,,0,June,5-11,14892,2019
total,0,,0,July,5-11,15382,2019
total,0,,0,August,5-11,15360,2019
total,0,,0,September,5-11,14688,2019
total,0,,0,October,5-11,15127,2019
total,0,,0,November,5-11,14686,2019
total,0,,0,December,5-11,15168,2019
total,1,pfizer,0,February,50-59,773,2021
total,1,pfizer,0,March,50-59,1160,2021
total,1,pfizer,0,April,50-59,1030,2021
total,1,moderna,0,June,18-24,266,2021
total,1,astrazeneca,0,May,60-69,2653,2021
total,1,astrazeneca,0,June,60-69,4020,2021
total,1,astrazeneca,0,March,30-39,825,2021
total,1,astrazeneca,0,April,30-39,959,2021
total,1,astrazeneca,0,May,30-39,700,2021
total,2,astrazeneca,0,May,30-39,292,2021
total,2,astrazeneca,0,June,30-39,739,2021
total,0,,1,December,50-59,378,2020
total,1,moderna,0,May,70-79,621,2021
total,1,moderna,0,June,70-79,341,2021
total,1,janssen,0,May,60-69,408,2021
total,1,janssen,0,June,60-69,1863,2021
total,1,astrazeneca,0,March,70-79,413,2021
total,1,moderna,0,March,60-69,153,2021
total,1,moderna,0,April,60-69,606,2021
total,2,moderna,0,April,60-69,233,2021
total,2,moderna,0,May,60-69,796,2021
total,2,moderna,0,June,60-69,1249,2021
total,1,pfizer,0,June,80+,4364,2021
total,1,moderna,0,May,30-39,248,2021
total,2,moderna,0,June,30-39,297,2021
total,0,,0,June,70-79,3043,2021
total,1,moderna,0,May,60-69,815,2021
total,1,pfizer,0,February,30-39,233,2021
total,1,pfizer,0,March,30-39,364,2021
total,2,pfizer,0,March,30-39,574,2021
total,2,pfizer,0,April,30-39,696,2021
total,2,pfizer,0,May,30-39,831,2021
total,2,pfizer,0,June,30-39,1042,2021
total,0,,1,November,12-17,65,2020
total,0,,1,December,12-17,216,2020
total,0,,1,January,12-17,351,2021
total,0,,1,February,12-17,365,2021
total,0,,1,March,12-17,462,2021
total,0,,1,April,12-17,450,2021
total,0,,1,May,12-17,465,2021
total,0,,1,June,12-17,441,2021
total,1,pfizer,0,January,30-39,290,2021
total,2,pfizer,0,January,30-39,27,2021
total,2,pfizer,0,February,30-39,315,2021
total,1,pfizer,0,January,70-79,108,2021
total,1,pfizer,0,February,70-79,29,2021
total,2,pfizer,0,February,70-79,150,2021
total,2,pfizer,0,March,70-79,207,2021
total,2,pfizer,0,April,70-79,223,2021
total,1,pfizer,0,March,60-69,423,2021
total,1,pfizer,0,April,60-69,529,2021
total,1,moderna,0,June,25-29,102,2021
total,1,astrazeneca,0,February,50-59,195,2021
total,1,astrazeneca,0,March,50-59,1667,2021
total,1,astrazeneca,0,April,50-59,2012,2021
total,1,astrazeneca,0,May,50-59,1796,2021
total,2,astrazeneca,0,May,50-59,421,2021
total,2,astrazeneca,0,June,50-59,1514,2021
total,1,moderna,0,June,60-69,653,2021
total,1,astrazeneca,0,June,50-59,1058,2021
total,1,moderna,0,May,18-24,158,2021
total,1,pfizer,0,April,30-39,305,2021
total,1,pfizer,0,May,30-39,639,2021
total,0,,1,April,5-11,394,2021
total,0,,1,May,5-11,434,2021
total,0,,1,June,5-11,420,2021
total,1,janssen,0,June,70-79,658,2021
total,1,astrazeneca,0,March,40-49,1697,2021
total,1,astrazeneca,0,April,40-49,1937,2021
total,2,astrazeneca,0,May,40-49,642,2021
total,2,astrazeneca,0,June,40-49,1473,2021
total,0,,1,November,18-24,80,2020
total,0,,1,December,18-24,217,2020
total,0,,1,January,18-24,409,2021
total,0,,1,February,18-24,520,2021
total,0,,1,March,18-24,656,2021
total,0,,1,April,18-24,660,2021
total,0,,1,May,18-24,688,2021
total,0,,1,June,18-24,565,2021
total,1,pfizer,1,May,40-49,109,2021
total,0,,1,November,60-69,77,2020
total,0,,1,December,60-69,261,2020
total,0,,1,January,60-69,637,2021
total,0,,1,February,60-69,688,2021
total,0,,1,March,60-69,782,2021
total,0,,1,April,60-69,773,2021
total,0,,1,May,60-69,686,2021
total,1,janssen,1,May,60-69,2,2021
total,1,janssen,1,June,60-69,66,2021
total,1,astrazeneca,0,February,30-39,110,2021
total,1,moderna,0,June,50-59,2208,2021
total,0,,1,March,5-11,372,2021
total,1,astrazeneca,0,March,60-69,280,2021
total,1,astrazeneca,0,April,60-69,675,2021
total,2,astrazeneca,0,June,60-69,392,2021
total,1,pfizer,0,February,25-29,157,2021
total,1,pfizer,0,March,25-29,227,2021
total,1,pfizer,0,April,25-29,155,2021
total,1,pfizer,0,May,25-29,207,2021
total,1,astrazeneca,1,April,50-59,82,2021
total,1,astrazeneca,1,May,50-59,93,2021
total,1,astrazeneca,1,June,50-59,118,2021
total,1,astrazeneca,1,June,60-69,62,2021
total,1,pfizer,0,June,12-17,303,2021
total,0,,1,November,5-11,46,2020
total,0,,1,December,5-11,152,2020
total,0,,1,January,5-11,273,2021
total,0,,1,February,5-11,260,2021
total,1,pfizer,0,April,40-49,479,2021
total,1,pfizer,0,May,40-49,997,2021
total,2,pfizer,0,May,40-49,1484,2021
total,2,pfizer,0,June,40-49,1701,2021
total,1,pfizer,0,January,25-29,220,2021
total,2,pfizer,0,January,25-29,14,2021
total,2,pfizer,0,February,25-29,299,2021
total,2,pfizer,0,March,25-29,467,2021
total,2,pfizer,0,April,25-29,480,2021
total,2,pfizer,0,May,25-29,496,2021
total,2,pfizer,0,June,25-29,504,2021
total,0,,1,February,80+,432,2021
total,0,,1,March,80+,505,2021
total,0,,1,April,80+,334,2021
total,0,,1,May,80+,101,2021
total,0,,1,June,80+,36,2021
total,1,pfizer,0,January,18-24,136,2021
total,1,pfizer,0,February,18-24,17,2021
total,2,pfizer,0,February,18-24,152,2021
total,2,pfizer,0,March,18-24,198,2021
total,2,pfizer,0,April,18-24,210,2021
total,2,pfizer,0,May,18-24,236,2021
total,2,pfizer,0,June,18-24,328,2021
total,1,astrazeneca,0,February,40-49,336,2021
total,1,moderna,0,March,50-59,138,2021
total,1,moderna,0,April,50-59,380,2021
total,2,moderna,0,April,50-59,184,2021
total,2,moderna,0,May,50-59,558,2021
total,2,moderna,0,June,50-59,963,2021
total,1,astrazeneca,0,February,25-29,88,2021
total,1,astrazeneca,0,March,25-29,302,2021
total,2,astrazeneca,0,May,25-29,166,2021
total,2,astrazeneca,0,June,25-29,281,2021
total,0,,1,December,25-29,219,2020
total,0,,1,January,25-29,223,2021
total,1,pfizer,1,June,25-29,95,2021
total,1,pfizer,0,May,18-24,208,2021
total,1,moderna,0,March,30-39,55,2021
total,1,moderna,0,April,30-39,121,2021
total,2,moderna,0,April,30-39,60,2021
total,2,moderna,0,May,30-39,155,2021
total,1,pfizer,0,February,40-49,530,2021
total,1,pfizer,0,March,40-49,578,2021
total,2,pfizer,0,March,40-49,946,2021
total,2,pfizer,0,April,40-49,1200,2021
total,1,moderna,0,May,50-59,860,2021
total,2,moderna,0,June,18-24,308,2021
total,1,astrazeneca,0,June,30-39,207,2021
total,1,pfizer,0,January,40-49,372,2021
total,2,pfizer,0,February,40-49,335,2021
total,0,,1,November,50-59,167,2020
total,1,moderna,0,March,70-79,157,2021
total,1,moderna,0,April,70-79,856,2021
total,2,moderna,0,April,70-79,173,2021
total,2,moderna,0,May,70-79,1000,2021
total,2,moderna,0,June,70-79,1348,2021
total,1,janssen,0,May,50-59,62,2021
total,1,janssen,0,June,50-59,609,2021
total,1,moderna,0,April,25-29,77,2021
total,1,moderna,0,May,25-29,175,2021
total,2,moderna,0,May,25-29,55,2021
total,2,moderna,0,June,25-29,238,2021
total,0,,1,December,80+,221,2020
total,0,,1,January,80+,301,2021
total,1,pfizer,1,April,80+,172,2021
total,1,pfizer,1,May,80+,402,2021
total,1,pfizer,1,June,80+,420,2021
total,0,,1,June,60-69,432,2021
total,1,pfizer,1,May,60-69,179,2021
total,1,pfizer,1,June,60-69,342,2021
total,1,moderna,0,April,40-49,203,2021
total,1,moderna,0,May,40-49,311,2021
total,0,,1,July,50-59,67,2020
total,0,,1,August,50-59,93,2020
total,0,,1,September,50-59,90,2020
total,0,,1,October,50-59,127,2020
total,1,moderna,1,May,50-59,21,2021
total,1,moderna,1,June,50-59,57,2021
total,2,moderna,1,June,50-59,3,2021
total,1,pfizer,0,April,18-24,38,2021
total,1,pfizer,0,March,18-24,39,2021
total,1,pfizer,1,June,18-24,84,2021
total,1,astrazeneca,0,March,18-24,89,2021
total,1,astrazeneca,0,April,18-24,144,2021
total,1,astrazeneca,0,May,18-24,135,2021
total,2,astrazeneca,0,May,18-24,27,2021
total,2,astrazeneca,0,June,18-24,89,2021
total,1,janssen,0,April,70-79,64,2021
total,1,janssen,0,May,70-79,619,2021
total,1,pfizer,1,April,50-59,92,2021
total,1,moderna,1,March,40-49,11,2021
total,1,moderna,1,April,40-49,19,2021
total,2,moderna,1,April,40-49,11,2021
total,2,moderna,1,May,40-49,31,2021
total,2,moderna,1,June,40-49,30,2021
total,1,pfizer,1,June,30-39,71,2021
total,1,pfizer,1,January,30-39,19,2021
