sex,ageband_at_1_jan_2021,month,Persontime,Persontime_MIS_narrow,Persontime_KD_narrow,Persontime_MIS_KD_narrow,Persontime_MIS_broad,Persontime_KD_broad,Persontime_MIS_KD_broad,Persontime_MYOCARD_narrow,Persontime_MYOCARD_possible,Persontime_Myocardalone_narrow,Persontime_Myocardalone_possible,Persontime_PERICARD_narrow,Persontime_PERICARD_possible,MIS_narrow_b,KD_narrow_b,MIS_KD_narrow_b,MIS_broad_b,KD_broad_b,MIS_KD_broad_b,MYOCARD_narrow_b,MYOCARD_possible_b,Myocardalone_narrow_b,Myocardalone_possible_b,PERICARD_narrow_b,PERICARD_possible_b
0,25-29,2020-09,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-10,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-11,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2020-12,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-01,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-02,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,1772,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-03,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,1877,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-04,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-05,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,1753,0,0,0,0,0,0,0,0,0,0,0,0
0,25-29,2021-06,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,1536,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-01,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,3276,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-02,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,3019,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-03,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-04,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-05,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,3224,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-06,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,3120,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-07,3186,3186,3186,3186,3186,3186,3186,3186,3186,3186,3186,3186,3186,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-08,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,3084,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-09,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,2967,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-10,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,3028,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-11,2866,2866,2866,2866,2866,2866,2866,2866,2866,2866,2866,2866,2866,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2020-12,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,2875,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-01,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,2743,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-02,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,2383,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-03,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,2561,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-04,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-05,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,2342,0,0,0,0,0,0,0,0,0,0,0,0
1,30-39,2021-06,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-01,4062,4062,4062,4062,4062,4062,4062,4062,4062,4062,4062,4062,4062,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-02,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,3784,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-03,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,4001,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-04,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,3797,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-05,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,3883,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-06,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-07,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-08,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-09,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-10,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,3844,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-11,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2020-12,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-01,3547,3547,3547,3547,3547,3547,3547,3547,3547,3547,3547,3547,3547,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-02,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-03,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,3199,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-04,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,2952,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-05,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,0,0,0,0,0,0,0,0,0,0,0,0
0,30-39,2021-06,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,2354,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-01,5563,5563,5563,5563,5563,5563,5563,5532,5563,5563,5563,5532,5563,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-02,5168,5168,5168,5168,5168,5168,5168,5139,5168,5168,5168,5139,5168,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-03,5476,5476,5476,5476,5476,5476,5476,5445,5476,5476,5476,5445,5476,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-04,5275,5275,5275,5275,5275,5275,5275,5245,5275,5275,5275,5245,5275,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-05,5394,5394,5394,5394,5394,5394,5394,5363,5394,5394,5394,5363,5394,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-06,5190,5190,5190,5190,5190,5190,5190,5146,5190,5190,5190,5146,5190,0,0,0,0,0,0,< 5,0,0,0,< 5,0
1,40-49,2020-07,5341,5341,5341,5341,5341,5341,5341,5279,5341,5341,5341,5279,5341,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-08,5243,5243,5243,5243,5243,5243,5243,5181,5243,5243,5243,5181,5243,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-09,5007,5007,5007,5007,5007,5007,5007,4947,5007,5007,5007,4947,5007,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-10,5112,5112,5112,5112,5112,5112,5112,5050,5112,5112,5112,5050,5112,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-11,4895,4895,4895,4895,4895,4895,4895,4835,4895,4895,4895,4835,4895,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2020-12,4959,4959,4959,4959,4959,4959,4959,4897,4959,4959,4959,4897,4959,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-01,4848,4848,4848,4848,4848,4848,4848,4786,4848,4848,4848,4786,4848,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-02,4261,4261,4261,4261,4261,4261,4261,4205,4261,4261,4261,4205,4261,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-03,4407,4407,4407,4407,4407,4407,4407,4345,4407,4407,4407,4345,4407,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-04,4140,4140,4140,4140,4140,4140,4140,4080,4140,4140,4140,4080,4140,0,0,0,0,0,0,0,0,0,0,0,0
1,40-49,2021-05,4046,4046,4046,4046,4046,4046,4046,3964,4046,4046,4046,3964,4046,0,0,0,0,0,0,< 5,0,0,0,< 5,0
1,40-49,2021-06,2988,2988,2988,2988,2988,2988,2988,2945,2988,2988,2988,2945,2988,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-01,5750,5750,5750,5750,5750,5750,5750,5750,5750,5750,5750,5750,5750,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-02,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,5365,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-03,5725,5725,5725,5725,5725,5725,5725,5725,5725,5725,5725,5725,5725,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-04,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,5520,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-05,5674,5674,5674,5674,5674,5674,5674,5674,5674,5674,5674,5674,5674,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-06,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-07,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,5580,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-08,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,5575,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-09,5352,5352,5352,5352,5352,5352,5352,5352,5352,5352,5352,5352,5352,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-10,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,5518,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-11,5260,5260,5260,5260,5260,5260,5260,5260,5260,5260,5260,5260,5260,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2020-12,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-01,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,5124,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-02,4384,4384,4384,4384,4384,4384,4384,4384,4384,4384,4384,4384,4384,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-03,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,4524,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-04,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,4233,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-05,4214,4214,4214,4214,4214,4214,4214,4214,4214,4214,4214,4214,4214,0,0,0,0,0,0,0,0,0,0,0,0
0,40-49,2021-06,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,3286,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-01,6665,6665,6665,6665,6665,6665,6665,6665,6665,6665,6665,6665,6665,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-02,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,6215,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-03,6612,6612,6612,6612,6612,6612,6612,6612,6612,6612,6612,6612,6612,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-04,6380,6380,6380,6380,6380,6380,6380,6380,6380,6380,6380,6380,6380,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-05,6532,6532,6532,6532,6532,6532,6532,6532,6532,6532,6532,6532,6532,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-06,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-07,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,6361,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-08,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,6305,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-09,6058,6058,6058,6058,6058,6058,6058,6058,6058,6058,6058,6058,6058,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-10,6193,6193,6193,6193,6193,6193,6193,6193,6193,6193,6193,6193,6193,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-11,5937,5937,5937,5937,5937,5937,5937,5937,5937,5937,5937,5937,5937,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2020-12,6037,6037,6037,6037,6037,6037,6037,6037,6037,6037,6037,6037,6037,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-01,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-02,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,4782,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-03,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,4923,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-04,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,4613,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-05,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-01,6334,6334,6334,6334,6334,6334,6334,6303,6334,6334,6334,6303,6334,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-02,5905,5905,5905,5905,5905,5905,5905,5876,5905,5905,5905,5876,5905,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-03,6266,6266,6266,6266,6266,6266,6266,6235,6266,6266,6266,6235,6266,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-04,6060,6060,6060,6060,6060,6060,6060,6030,6060,6060,6060,6030,6060,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-05,6243,6243,6243,6243,6243,6243,6243,6212,6243,6243,6243,6212,6243,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-06,6030,6030,6030,6030,6030,6030,6030,6000,6030,6030,6030,6000,6030,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-07,6220,6220,6220,6220,6220,6220,6220,6189,6220,6220,6220,6189,6220,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-08,6200,6200,6200,6200,6200,6200,6200,6169,6200,6200,6200,6169,6200,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-09,5993,5993,5993,5993,5993,5993,5993,5963,5993,5993,5993,5963,5993,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-10,6120,6120,6120,6120,6120,6120,6120,6089,6120,6120,6120,6089,6120,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-11,5804,5804,5804,5804,5804,5804,5804,5774,5804,5804,5804,5774,5804,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2020-12,5855,5855,5855,5855,5855,5855,5855,5824,5855,5855,5855,5824,5855,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-01,5754,5754,5754,5754,5754,5754,5754,5723,5754,5754,5754,5723,5754,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-02,4983,4983,4983,4983,4983,4983,4983,4955,4983,4983,4983,4955,4983,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-03,5106,5106,5106,5106,5106,5106,5106,5075,5106,5106,5106,5075,5106,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-04,4772,4772,4772,4772,4772,4772,4772,4742,4772,4772,4772,4742,4772,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-05,4526,4526,4526,4526,4526,4526,4526,4495,4526,4526,4526,4495,4526,0,0,0,0,0,0,0,0,0,0,0,0
1,50-59,2021-06,2637,2637,2637,2637,2637,2637,2637,2631,2637,2637,2637,2631,2637,0,0,0,0,0,0,0,0,0,0,0,0
0,50-59,2021-06,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-01,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,5120,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-02,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,4703,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-03,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-04,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,4774,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-05,4883,4883,4883,4883,4883,4883,4883,4883,4883,4883,4883,4883,4883,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-06,4681,4681,4681,4681,4681,4681,4681,4681,4681,4681,4681,4681,4681,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-07,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,4836,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-08,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754,4754,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-09,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,4549,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-10,4675,4675,4675,4675,4675,4675,4675,4675,4675,4675,4675,4675,4675,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-11,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,4476,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2020-12,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-01,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,4362,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-02,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,3866,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-03,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,4151,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-01,6045,6045,6045,6045,6045,6045,6045,6045,6045,6045,6045,6045,6045,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-02,5655,5655,5655,5655,5655,5655,5655,5655,5655,5655,5655,5655,5655,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-03,6018,6018,6018,6018,6018,6018,6018,6018,6018,6018,6018,6018,6018,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-04,5810,5810,5810,5810,5810,5810,5810,5810,5810,5810,5810,5810,5810,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-05,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,5950,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-06,5647,5647,5647,5647,5647,5647,5647,5647,5647,5647,5647,5647,5647,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-07,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,5828,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-08,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,5812,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-09,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,5430,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-10,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-11,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,5250,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2020-12,5272,5272,5272,5272,5272,5272,5272,5272,5272,5272,5272,5272,5272,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-01,5032,5032,5032,5032,5032,5032,5032,5032,5032,5032,5032,5032,5032,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-02,4323,4323,4323,4323,4323,4323,4323,4323,4323,4323,4323,4323,4323,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-03,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,4499,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-04,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,4020,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-05,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,3225,0,0,0,0,0,0,0,0,0,0,0,0
0,60-69,2021-06,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-04,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,3721,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-05,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,2477,0,0,0,0,0,0,0,0,0,0,0,0
1,60-69,2021-06,722,722,722,722,722,722,722,722,722,722,722,722,722,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-01,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,3962,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-02,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-03,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,3881,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-04,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,3720,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-05,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,3813,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-06,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,3659,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-07,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-08,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,3661,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-09,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,3491,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-10,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-11,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,3420,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2020-12,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,3421,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-01,3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,3349,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-02,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,2983,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-03,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,3163,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-04,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,0,0,0,0,0,0,0,0,0,0,0,0
1,70-79,2021-05,854,854,854,854,854,854,854,854,854,854,854,854,854,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-01,4729,4729,4729,4729,4729,4729,4729,4729,4729,4729,4729,4729,4729,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-02,4381,4381,4381,4381,4381,4381,4381,4381,4381,4381,4381,4381,4381,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-03,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,4656,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-04,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,4467,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-05,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,4588,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-06,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,4416,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-07,4514,4514,4514,4514,4514,4514,4514,4514,4514,4514,4514,4514,4514,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-08,4493,4493,4493,4493,4493,4493,4493,4493,4493,4493,4493,4493,4493,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-09,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,4313,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-10,4386,4386,4386,4386,4386,4386,4386,4386,4386,4386,4386,4386,4386,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-11,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2020-12,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-01,4216,4216,4216,4216,4216,4216,4216,4216,4216,4216,4216,4216,4216,0,0,0,0,0,0,0,0,0,0,0,0
0,70-79,2021-02,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,3733,0,0,0,0,0,0,0,0,0,0,0,0
